name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Jaihind Hospital,Charkhi Dadri,Yes (9),7,1,1,0,7,1,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-29 11:51,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (57),47,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-29 11:49,3
Oscar Hospital,Charkhi Dadri,Yes (12),0,0,12,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-29 11:50,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",Yes (13),10,0,3,0,14,0,4,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-29 11:46,3
Sunflag Hospital,Charkhi Dadri,Yes (12),6,0,6,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-29 11:51,3
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (3),1,0,2,0,42,0,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:08,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",Yes (45),43,0,2,0,54,0,13,4,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:08,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (135),67,28,40,4,140,31,64,6,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:07,16
JN Shory Hospital,Pinjore,Yes (13),10,3,0,0,18,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-29 18:09,16
Kare Partners Hospital,"Sector 2, Panchkula",Yes (12),12,0,0,0,13,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-29 18:09,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (69),49,5,15,2,67,10,23,12,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:08,16
Wings Hospital,Sector 25 Panchkula,Yes (31),15,11,5,0,15,11,5,0,Yes,No,Yes,Yes,Yes,2021-05-29 18:08,16
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (25),19,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-29 16:04,7
Bharat Multispeciality Hospital,Hisar,Yes (20),20,0,0,1,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-29 20:24,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,Yes (33),31,0,2,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:18,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (163),163,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-29 14:17,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (29),5,2,22,0,5,2,30,5,No,No,No,No,No,2021-05-29 20:36,7
District Civil Hospital Hisar,Sirsa Road Hisar,Yes (36),36,0,0,3,70,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-29 13:30,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (13),13,0,0,1,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-29 20:35,7
Geetanjali Hospital,Model Town Hisar,Yes (22),21,0,1,1,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:34,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",Yes (6),1,5,0,1,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-29 20:37,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (30),27,0,3,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-29 18:22,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (12),9,3,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-29 20:36,7
Holy Help Hospital,Tosham Road Hisar,Yes (22),13,6,3,0,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-29 20:34,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (3),0,1,2,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-29 20:21,7
KARTIK HOSPITAL,"NEAR SEWAK SABHA HOSPITAL AND  BUDLA SANT MANDIR, NEAR BUS STAND HISAR",Yes (15),8,5,2,2,8,5,2,2,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-29 21:48,7
Mahatma Gandhi Hospital,,Yes (27),14,13,0,1,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:00,7
MALIK HOSPITAL,"145A UTTAM NAGAR, HANSI",Yes (5),5,0,0,3,7,0,0,3,Yes,Yes,No,To Be Updated,To Be Updated,2021-05-29 20:38,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",Yes (26),11,15,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:17,7
Military Hospital Hisar,Cantt Hisar,Yes (32),0,32,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-29 20:34,7
NEKIRAM HOSPITAL,OPP BUS STAND HANSI,Yes (3),1,0,2,2,2,0,3,3,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-29 20:38,7
Noble Super Specialty Hospital,Hisar,Yes (11),10,0,1,1,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-29 20:33,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (95),67,4,24,6,100,4,41,45,Yes,No,Yes,Yes,Yes,2021-05-29 17:09,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (13),0,6,7,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-29 20:36,7
Parnami Hospital,Hisar,Yes (21),16,5,0,0,21,5,2,2,Yes,No,Yes,Yes,Yes,2021-05-29 19:44,7
Ravindra Hospital Hisar,Model Town HISAR,Yes (15),15,0,0,1,19,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-29 07:58,7
SAANVI HOSPITAL,"CHC ROAD, BARWALA",Yes (6),5,0,1,1,5,0,4,1,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-29 18:33,7
SAMAYARA HOSPITAL,"KALI DEVI CHOWK. OPP BHALLA PETROL PUMP, HANSI",Yes (9),4,0,5,1,4,0,5,1,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-29 08:05,7
Sapra Hospital,Rajgarh Road Hisar,Yes (22),16,3,3,2,19,3,6,12,Yes,Yes,Yes,No,Yes,2021-05-28 11:09,7
"Sarvodya Hospital, Hisar",Delhi Road Hisar,Yes (9),8,1,0,0,24,7,1,3,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:33,7
Sewak Sabha Hospital,Near Bus Stand Hisar,Yes (19),10,3,6,1,16,3,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:19,7
Shanti Devi Hospital,Delhi Road Hisar,Yes (33),23,0,10,1,26,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-29 20:20,7
Shri Kali Devi Hospital Hansi,Delhi Road Hansi,Yes (13),8,0,5,0,8,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-28 07:44,7
SINGLA MULTISPECIALITY HOSPITAL,"RISHI NAGAR, GALI NO. 1, NEAR BUS STAND, HISAR",Yes (10),10,0,0,0,17,0,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:35,7
SL Minda Hospital,VPO Bagla,Yes (5),4,0,1,2,6,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-29 17:25,7
Sonakshi Children Hospital Hansi,"G T Road, Near Kali Devi Mandir, Opp Bhalla Patrol Pump, Hansi",Yes (10),8,0,2,0,9,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-29 20:37,7
Sukhda Multispeciality Hospital,Dabra Chowk Hisar,Yes (36),18,4,14,0,46,4,18,6,Yes,Yes,Yes,Yes,Yes,2021-05-29 20:19,7
Vardaan Hospital Hisar,Hisar,Yes (12),7,1,4,0,9,1,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 16:34,7
"Ayurvedic Medical College, Patikra",HUDA Sec. 1 Narnaul,Yes (187),28,159,0,0,40,160,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 12:58,13
CHC ATELI,CHC ATELI,Yes (13),8,5,0,0,15,5,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-27 10:54,13
CHC Kanina,Kanina,Yes (10),0,10,0,0,15,12,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-29 21:32,13
CHC Nangal Chaudhary,chc nangal choudhary,Yes (10),5,5,0,0,5,5,0,0,No,Yes,Yes,Yes,Yes,2021-05-27 13:18,13
CHC Sehlang,CHC SEHLANG,Yes (9),5,4,0,0,5,4,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-29 16:26,13
Civil Hospital Narnaul,"Housing Board, Narnaul",Yes (52),52,0,0,6,80,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-28 09:01,13
Jaipur Heart &amp; Multi Speciality Hospital,"Opp. Sadar Thana, Narnaul",Yes (8),5,3,0,0,6,3,4,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:50,13
LAXMI NARAYANAN,"Laxmi Narayanan Hospital , Narnaul Road Mahendergarh",Yes (10),6,0,4,1,6,0,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-29 09:15,13
Nihal Hospital Kanina,Kanina Main Bus Stand,Yes (13),12,0,1,1,13,0,1,1,Yes,Yes,Yes,Yes,Yes,2021-05-29 10:05,13
Rainbow Multispecialty hospital and trauma Centre,"Singhana road, Narnaul",Yes (3),0,2,1,0,4,3,6,2,Yes,No,Yes,Yes,Yes,2021-05-30 00:34,13
Sammat Memorial Hospital,"Sastri colony, near bus stand, mahendergarh",Yes (11),10,0,1,2,10,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-29 16:40,13
Sanwedna Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (9),9,0,0,0,25,0,9,1,Yes,Yes,Yes,Yes,Yes,2021-05-26 09:43,13
SDH Mahendergarh,SDH Mahendergarh,Yes (17),17,0,0,4,20,0,0,5,Yes,Yes,Yes,Yes,Yes,2021-05-27 13:17,13
Shanti Hospital Narnaul,Shanti Hospital Narnaul,Yes (22),9,7,6,0,9,7,7,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 13:17,13
Sheela Multi Superspeciality Hospital,Behind Bus Stand Mahindergarh,Yes (6),4,0,2,1,6,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-29 10:20,13
Shri Arvind Heart and Multispecialty Hospital,"Rao Tula Ram Chowk, Dadri Road Mahendergarh",Yes (17),9,5,3,3,9,5,3,3,Yes,Yes,Yes,Yes,Yes,2021-05-29 09:48,13
Tanwar Health Care MGarh,,Yes (9),5,0,4,1,5,0,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-29 18:32,13
Vijay Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (18),7,0,11,1,8,0,15,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 09:12,13
"AAROGYAM HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (18),7,6,5,5,40,12,15,27,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:35,12
"ADESH MEDICAL COLLEGE, SHAHBAD MOHRI KURUKSHETRA.","VILL. MOHRI, SHAHBAD, KURUSHETRA",Yes (102),28,70,4,4,30,70,5,11,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:38,12
AGGARWAL NURSING HOME,"SALARPUR ROAD, THANESAR, KURUKSHETRA.",Yes (10),10,0,0,2,20,7,3,7,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:35,12
B.S. HEART CARE,"OPP. NEW BUS STAND, KURUKSHETRA.",Yes (16),16,0,0,16,18,0,8,20,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:34,12
"CYGNUS HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (2),0,2,0,1,7,4,1,4,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:36,12
KURUKSHETRA NURSING HOME,,Yes (4),3,0,1,2,18,0,1,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:38,12
LNJP CIVIL HOSPITAL.,LNJP HOSPITAL KURUKSHETRA.,Yes (54),29,20,5,4,60,30,5,5,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:35,12
MIRI PIRI SHAHBAD,"SHAHBAD, KURUKSHETRA",Yes (12),9,0,3,0,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:36,12
Nirogi Hospital,Shahabad Kurukshetra,Yes (7),5,2,0,3,5,2,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-29 15:39,12
Saraswati Mission Hospital,"Ambala Road Dist. Kurukshetra, Pehowa, Haryana 136128",Yes (11),11,0,0,0,20,0,2,5,Yes,No,Yes,Yes,Yes,2021-05-29 15:35,12
"SIDHARTH HOSPITAL, SHAHBAD","SHAHBAD, KURUKSHETRA",Yes (10),5,4,1,2,8,4,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-29 16:59,12
VERMA HOSPITAL,LADWA,Yes (9),5,2,2,2,9,3,2,2,To Be Updated,Yes,Yes,Yes,Yes,2021-05-29 15:36,12
ABLE HOSPITAL,,Yes (37),10,25,2,2,10,25,2,5,Yes,No,Yes,Yes,Yes,2021-05-26 15:08,15
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (19),13,0,6,2,13,0,6,2,Yes,No,Yes,Yes,Yes,2021-05-28 09:36,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (14),1,11,2,2,2,11,2,2,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-29 11:02,15
CHC Alawalpur,CHC Alawalpur,Yes (17),1,16,0,0,4,16,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 18:55,15
Civil Hospital Palwal,"Civil Hospital, palwal",Yes (85),83,0,2,5,103,0,7,7,Yes,To Be Updated,To Be Updated,To Be Updated,Yes,2021-05-29 10:35,15
COSMOS HOSPITAL,PALWAL,Yes (10),5,5,0,0,5,5,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-16 12:02,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (21),5,0,16,9,5,0,16,11,Yes,No,Yes,Yes,Yes,2021-05-29 18:54,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (35),18,4,13,2,18,4,15,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:37,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (15),10,2,3,0,10,2,3,0,To Be Updated,No,Yes,Yes,Yes,2021-05-19 12:53,15
KISHAN SINGH HOSPITAL,HODAL,Yes (7),7,0,0,0,8,0,0,0,Yes,No,Yes,No,Yes,2021-05-28 13:16,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (12),2,7,3,0,2,7,3,0,Yes,No,Yes,Yes,Yes,2021-05-19 12:42,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (22),0,6,16,1,0,6,16,1,Yes,No,Yes,Yes,Yes,2021-05-28 14:19,15
RAHUL HOSPITAL,PALWAL,Yes (15),7,5,3,0,7,5,3,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:20,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (25),9,5,11,1,10,5,13,2,Yes,Yes,Yes,Yes,Yes,2021-05-29 10:04,15
SDH Hodal,SDH Hodal,Yes (20),10,10,0,0,10,10,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 09:42,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (21),4,16,1,2,4,17,4,2,Yes,No,Yes,Yes,Yes,2021-05-28 16:13,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (6),0,6,0,0,0,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-29 09:12,15
VASHU HOSPITAL,,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 12:53,15
"Aditya Neuro &amp; Spine Hospital, Rewari","Circular Rd, near Kanod gate, Raam Bagh Mahalla, Rewari, Haryana",Yes (10),8,0,2,2,8,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-28 11:46,18
Advance Hospital,"Bawal Road, Model Town",Yes (8),5,0,3,0,5,0,6,1,Yes,No,Yes,Yes,Yes,2021-05-25 17:43,18
"Apex Hospital, Dharuhera","Plot No.5, Sector 6, Dharuhera, Haryana 123106",Yes (10),6,0,4,1,6,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-28 12:08,18
Apollo Rewari/Family Health Edge Hospital,"Garhi Bolni Rd, near Public Health Office, krishna Nagar, Rewari, Haryana",Yes (26),17,3,6,0,17,3,7,0,Yes,No,Yes,Yes,Yes,2021-05-26 16:36,18
Capt. Nand Lal Hospital,"Circular Road near Government Girls Senior Secondary School naiwali, chowk, Rewari",Yes (20),6,10,4,1,11,10,8,1,Yes,No,Yes,Yes,Yes,2021-05-15 23:54,18
Civil Hospital rewari,"Kayasthwara Mohalla, Rewari, Haryana",Yes (46),27,16,3,2,40,16,8,4,Yes,No,Yes,No,Yes,2021-05-29 21:05,18
Cygnus Hospital Rewari,"Opposite Civil Hospital Mohola, Sanghi Ka Bass, Rewari, Haryana",Yes (32),21,7,4,1,26,7,9,2,Yes,No,Yes,No,Yes,2021-05-28 09:58,18
Devjyoti Hospital,"Ambedkar chowk, near Bus Stand, Rewari, Haryana",Yes (8),5,2,1,0,7,2,6,2,Yes,No,Yes,Yes,Yes,2021-05-28 13:56,18
Dr. K.K. NAGAR HOSPITAL,"317, Near Shishu Shala School, Model Town, Rewari, Haryana",Yes (10),0,0,10,0,2,0,10,0,Yes,No,Yes,Yes,Yes,2021-05-29 09:12,18
Dr. Vijay Pal Yadav Hospital,"Near Ambedker chowk, Rewari",Yes (7),2,2,3,0,3,3,4,0,Yes,No,Yes,Yes,Yes,2021-05-23 09:52,18
Kamla Nursing Home/Kalawati Hospital,"201, Model Town, Rewari, Near Bus Stand, Opposite Bal Bhawan, Shivam Chowk",Yes (17),12,0,5,5,14,0,9,6,Yes,No,Yes,Yes,Yes,2021-05-27 18:47,18
Katyal Hospital,"Katyal Hospital, KANOD GATE, CIRCULAR ROAD, Rewari, Haryana, India",Yes (21),9,6,6,0,12,6,10,1,Yes,No,Yes,Yes,Yes,2021-05-29 15:32,18
Maars Hospital,"Garhi Bolni Rd, near PWD Office, Sector 19, Rewari, Haryana",Yes (12),12,0,0,0,15,0,0,0,Yes,No,Yes,Yes,No,2021-05-29 20:25,18
"Manasavi Hospital, Rewari",,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-28 12:12,18
Matrika Hospital,"Matrika Hospital, Ranbir Singh Huda Chowk, Bawal-Rewari Rd, Rewari, Haryana",Yes (23),12,0,11,1,16,0,14,3,Yes,No,No,Yes,Yes,2021-05-28 10:27,18
Mediom Hospital/Medcare Hospital,"Sohna Rd, near Municipal Corporation, Dharuhera, Haryana",Yes (4),3,Beds Over Utilized 1,1,0,8,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-23 18:58,18
Om Hospital,"Om Hospital, Nandrampur Bass Rd, Dharuhera, Haryana",Yes (23),12,4,7,0,12,4,8,0,Yes,No,Yes,Yes,Yes,2021-05-29 20:27,18
Pushpanjli Hospital Rewari,"Rajesh Pilot Chowk, Rewari, Haryana",No (0),0,0,0,0,40,12,10,3,No,No,Yes,Yes,Yes,2021-05-25 16:33,18
