name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
IBM HOSPITAL &amp; TRAUMA CENTRE,NEAR BHIM GODA MANDIR SANOLI ROAD,Yes (13),9,0,4,0,12,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-25 15:54,17
LHDM &amp; Prem Hospital,Prem Hospital Opp. Bus Stand Panipat,Yes (26),26,0,0,0,71,0,9,8,Yes,Yes,Yes,Yes,Yes,2021-05-25 15:52,17
MAX PLUS HOSPITAL,NEAR MALIK PETROL PUMP SANOLI ROAD,Yes (1),1,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-25 15:31,17
NC Medical College,NC Medical Colllage Israna,Yes (520),39,481,0,2,42,483,5,4,Yes,No,Yes,Yes,Yes,2021-05-25 15:49,17
Park Hospital GT road panipat,"GT Road Sewah, Paniapt",Yes (21),14,7,0,0,52,14,16,2,Yes,Yes,Yes,Yes,Yes,2021-05-25 15:37,17
Prime Hospital Health Leaders,"Opp. Gangapuri Road, Sanoli Road Panipat",Yes (12),10,2,0,3,14,2,4,4,Yes,No,Yes,Yes,Yes,2021-05-25 15:32,17
Rainbow Hospital,152-R Model Town Panipat,Yes (9),6,0,3,1,6,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-25 14:48,17
SDH Samalkha,G.T Road Samalkha,Yes (40),25,15,0,0,30,20,0,0,No,No,Yes,No,Yes,2021-05-25 15:31,17
shobhit Hospital,"adjacent canara bank, tahsil camp",Yes (16),12,2,2,1,12,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-25 15:53,17
Shree Badri Das Hospital and ICU Care Centre,Assandh Road Panipat,Yes (7),7,0,0,0,8,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-25 14:52,17
Shree Balajee Multispeciality Hospital,Aggarsan Colony Assandh Road Panipat,Yes (2),1,0,1,1,4,0,6,2,Yes,Yes,Yes,Yes,Yes,2021-05-25 14:29,17
Shubham Hospital,"202 New Sukhdev Nagar, Panipat",Yes (5),4,0,1,0,6,0,3,3,Yes,No,Yes,Yes,Yes,2021-05-25 14:37,17
DCHC Barara,,Yes (39),39,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:06,1
DCHC Mullana,,Yes (33),33,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:06,1
District Civil Hospital,Ambala City,Yes (62),51,0,11,10,116,0,23,11,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:02,1
District Civil Hospital Ambala Cantt,Ambala Cantt,Yes (12),12,0,0,2,80,0,13,7,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:03,1
Guardian Hospital,AMBALA JAGADHARI ROAD AMBALA CANTT,Yes (17),14,3,0,3,15,3,2,3,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:05,1
Ishwar Hospital,,Yes (3),3,0,0,0,16,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:05,1
Kuldeep Hospital,,Yes (4),2,0,2,0,8,0,2,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:06,1
Mehndiratta Hospital,"#106, manali house, near central jail,  ambala city",Yes (13),12,0,1,1,25,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-25 10:05,1
Military Hospital,Ambala Cantonment,Yes (97),25,72,0,6,60,85,0,15,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:02,1
MM Medical College Pvt,MMIMSR Mullana Ambala,Yes (152),82,70,0,0,116,70,14,10,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:01,1
Park Healing Touch Hospital,"Sultanpur Chowk, Nr Dhulkot Barrier, Ambala Chandigarh Expy. Ambala",Yes (2),0,0,2,3,30,0,10,10,Yes,Yes,Yes,Yes,Yes,2021-05-25 10:03,1
Philedelphia mission Hospital pvt,"Mission Compound, Ambala City",Yes (31),27,0,4,2,92,0,6,2,Yes,No,Yes,Yes,Yes,2021-05-25 10:01,1
Railways Hospital,"Railway Hospital, railway colony,  Ambala Cantt",Yes (10),9,0,1,0,30,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-25 14:46,1
Rotary Hospital Ambala cantt Pvt,"Rambagh road, Opp Dusshera ground, Ambala Cantt",Yes (3),2,0,1,2,15,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-25 10:01,1
Sant Hospital,,No (0),0,0,0,1,10,0,2,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:04,1
SDH Naraingarh,,Yes (40),40,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:03,1
Yafe Indoor Hospital,,Yes (8),5,3,0,0,9,6,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 10:06,1
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (142),134,0,8,4,140,0,10,5,Yes,Yes,Yes,Yes,Yes,2021-05-25 18:43,22
CHC Bilaspur,CHC Bilaspur,Yes (17),2,15,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-25 17:04,22
CHC Chhachharuli,CHC Chhachharuli,Yes (18),6,12,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:05,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,No,No,Yes,2021-05-25 17:10,22
CHC Partap Nagar,CHC Partap Nagar,Yes (11),5,6,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-25 17:05,22
CHC Radaur,Radaur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:10,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (22),11,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-25 17:05,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (19),11,8,0,1,11,8,4,2,No,No,No,No,No,2021-05-25 17:06,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (2),2,0,0,0,40,0,18,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:03,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (29),4,25,0,0,45,25,25,5,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-25 17:03,22
GULATI HOSPITAL,GULATI HOSPITAL,Yes (9),8,1,0,0,25,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:06,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (17),2,2,13,5,2,2,15,7,Yes,No,Yes,Yes,Yes,2021-05-25 19:34,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (19),8,11,0,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-25 17:03,22
KAPOOR HOSPITAL,"SH 6A Indira Colony Jagadhri, yamunanagart ,Haryana",Yes (6),2,0,4,0,4,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:08,22
KESHWANI HOSPITAL,"Jagadhri - Yamuna Nagar Rd, Tagore Garden, Yamuna Nagar, Haryana",Yes (2),2,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:11,22
Maxxwell Hospital,Jagadhari Yamuna Nagar,Yes (14),9,1,4,0,10,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:06,22
Mukand Lal District Civil Hospital Yamunanagar,Mukand Lal District Civil Hospital YNR,Yes (19),10,9,0,1,18,9,0,5,Yes,No,Yes,Yes,Yes,2021-05-25 17:07,22
NIRMAL HOSPITAL,"199, Radaur Rd, near nirmal hospital, camp, Garhi Gujran, Haryana",Yes (13),11,1,1,0,13,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:04,22
RK Gupta,opp DAV Sr Sec School Near Madhu Hotel YNR,Yes (6),5,1,0,0,15,2,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-25 17:10,22
SABBARWAL HOSPITAL,"Gulab Nagar, Jagadhri, Haryana",Yes (4),2,0,2,0,6,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:08,22
Sachdeva Hospital,"2227, Civil Lines Rd, Sri Nagar Colony, Civil Lines, Gomti Mohalla, Jagadhri, Haryana",Yes (23),13,8,2,0,16,8,4,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:12,22
Santosh Hospital,"Santosh Hospital  Kanhaiya Sahib Chowk, near Govt.School, Harbanspura Colony, Gobind Pura, Yamuna Nagar, Haryana",Yes (12),1,7,4,0,5,9,14,2,Yes,No,Yes,Yes,Yes,2021-05-25 16:47,22
SHARMA HOSPITAL,Near Agarsain Chowk Jagadhri,Yes (3),3,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:09,22
Shree Medical Care Hospital,"359/2, Jain nagar, Jagadhri, Haryana",Yes (8),8,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-25 17:12,22
Shureshtha Hospital,Model Colony YNR,Yes (1),0,0,1,0,9,1,2,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:11,22
SP Hospital Jag,S.P Hospital Jag,Yes (7),4,0,3,1,4,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-25 17:07,22
Swami Vivekanand Hospital Yamunanagar,"Swami Vivekanand Hospital,Yamuna Nagar, Haryana",Yes (26),15,8,3,1,20,10,19,1,Yes,No,Yes,Yes,Yes,2021-05-25 17:07,22
Swastik Hospital,"Basant Nagar, Yamuna Nagar, Haryana",Yes (5),3,2,0,0,4,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:26,22
tejli stadium,64 A Tejli,Yes (35),5,30,0,0,20,56,0,0,Yes,No,No,No,Yes,2021-05-25 17:08,22
VARDAAN HOSPITAL,OPP KOHLI HOSPITAL NEAR AGARSEN COLLEGE JAGADHRI,Yes (9),7,2,0,0,8,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-25 17:11,22
