name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"New Life Care Hospital, Sirsa","Dabwali Road, Sirsa",No (0),0,0,0,0,7,2,3,0,Yes,No,Yes,Yes,Yes,2021-05-21 17:04,20
"Poonia COVID Care Center, Sirsa","Near Ambedkar chowk, opposite Seth tula ram dharamshala, Hisar Road, Sirsa, Haryana 125055",Yes (14),7,7,0,1,14,7,3,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:10,20
"Sanjeevni Hospital, Sirsa (Wing -2, 1 &amp; 2nd Floor)","Under over bridge, hisar road, sirsa",Yes (31),5,26,0,0,45,30,16,6,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:16,20
SDCH Dabwali,"Dabwali, District Sirsa",Yes (11),0,11,0,0,10,15,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 16:53,20
"Shah Satnam Dera Hospital (Wing -2, 2nd floor), Sirsa","Begu Road, Sirsa",Yes (11),0,11,0,0,21,30,14,7,Yes,Yes,Yes,Yes,Yes,2021-05-21 17:20,20
"Shri Baba Tara Hospital &amp; Research Center, Sirsa","Hisar Road, Sirsa",Yes (3),0,3,0,0,15,5,5,3,Yes,No,Yes,Yes,Yes,2021-05-21 16:16,20
"SPS Hospital, Sirsa","Near Sangwan Chowk, Dabwali Road, Sirsa",Yes (2),2,0,0,0,12,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-21 16:00,20
"Suraksha Hospital, Sirsa","Dabwali Rd, opposite Hotel Aroma, Sirsa, Haryana 125055",Yes (2),0,1,1,0,10,3,11,7,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:50,20
"Swastik Hospital, Sirsa","Ambedkar Chowk, Nandan Vatika, Sirsa,",Yes (1),0,1,0,0,5,5,5,1,Yes,No,Yes,Yes,Yes,2021-05-21 16:42,20
"Talwar Nursing Home, Sirsa","Under Over Bridge, Hisar Road, Sirsa",No (0),0,0,0,0,12,2,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:24,20
"Tomar Nursing Home, Sirsa","Nandan Vatika, near surkhab Chock, Hathi park, Agrasain Colony, Sirsa, Haryana 125055",Yes (8),5,0,3,0,12,2,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:22,20
"Vardan Hospital, Sirsa","Near Lal Batti Chowk, Sirsa",Yes (11),5,3,3,0,9,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-21 17:08,20
Amar Hospotal,Assandh,No (0),0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 20:15,11
"AMRITDHARA, Chaura Bazar","Near ITI Chowk, Gahoon Vihar, Karnal, Haryana",Yes (4),4,0,0,0,38,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-21 20:15,11
Arpana Hospital,"G.T. Road, Madhuban, Karnal, Karnal, Haryana",Yes (12),12,0,0,0,16,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-21 19:11,11
Arsh Hospital,Opp. Kalpana Chawla Medical College,Yes (15),9,0,6,0,9,0,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:59,11
CHC Assandh,"Assandh, Assandh Ruralpart, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:14,11
CHC Gharaunda,"Balinagar, Gharaunda, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:13,11
CHC Kunjpura,Village Kunjpura,Yes (11),11,0,0,0,11,0,0,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-21 10:15,11
CHC Nissing,"SH 8, Gondar, Nissing, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:14,11
CHC Taraori,CHC Taraori,Yes (6),6,0,0,0,6,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:15,11
Dr. Gian Bhushan Hospital,"Kunjpura Rd Old Char Chaman Dyal Singh Colony Karnal  132001 Republic of,",No (0),0,0,0,0,6,0,5,0,Yes,No,No,No,No,2021-05-21 07:35,11
Ishwar Kirpa Hospital,"Ishwar Kirpa Hospital, Sector -14",Yes (5),5,0,0,0,14,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-21 13:05,11
"Kalpana Chawla Government Medical College, Karnal","Model Town, Karnal, Haryana",Yes (2),1,0,1,0,200,0,80,80,Yes,Yes,Yes,Yes,Yes,2021-05-21 20:15,11
Karnal Nursing Home,"26 Duggal Colony, Karnal",Yes (7),5,0,2,0,8,0,10,0,Yes,No,Yes,Yes,Yes,2021-05-21 15:03,11
Park Hospital karnal,"CHD City, NH-1, Sector 45, Karnal, Haryana",Yes (30),10,0,20,2,10,0,20,2,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 18:06,11
Rama Superspeciality Hospital,Civil Hosp Chowk Karnal,No (0),0,0,0,0,8,0,6,0,Yes,No,Yes,Yes,Yes,2021-05-21 20:16,11
RP Welltar Hospital,"Vill. Bastara, District Karnal",Yes (2),0,2,0,0,10,4,4,1,Yes,No,Yes,No,Yes,2021-05-21 09:43,11
Sanidhya Nursing Home,"indri, Karnal",Yes (15),10,0,5,0,10,0,5,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-21 16:13,11
"Sanjiv Bansal Cygnus Hospital , Karnal","Railway Rd, Ibrahim Mandi, Karnal, Haryana",Yes (2),2,0,0,2,20,0,5,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 17:53,11
Sarvodya Hospital Karnal,"Sector 14, Near Tau Devi Lal Chowk",Yes (18),11,0,7,0,12,0,10,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 14:47,11
SDH Nilokheri,SDH Nilokheri,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:14,11
Shri Ram Chand Memorial Hospital,"12, Ashoka colony,Opp Kalpana Chawla hospital, Karnal, Haryana",No (0),0,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-21 20:13,11
Shri Sanatan Dharam Mahabir Dal,"Kunjpura Road, Karnal Near Sanatan Dharam Mandir",Yes (6),6,0,0,0,12,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 20:14,11
SS Hospital,"Sector 14, Karnal",Yes (2),1,0,1,0,7,0,7,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-21 18:54,11
Swastik Hospital,Swastic Hospital Opp DCH,Yes (8),6,0,2,0,10,0,9,0,Yes,No,Yes,Yes,Yes,2021-05-21 20:23,11
Virk Hospital Karnal,"363-364, Randhir lane, near Dyal Singh College, Karnal, Haryana",Yes (12),12,0,0,0,37,0,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 17:16,11
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (26),10,16,0,0,30,20,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-21 21:03,3
Jaihind Hospital,Charkhi Dadri,Yes (5),4,1,0,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-21 21:21,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (35),25,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 21:03,3
Oscar Hospital,Charkhi Dadri,Yes (5),0,0,5,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 21:20,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",Yes (11),10,0,1,0,16,0,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-21 21:17,3
Sunflag Hospital,Charkhi Dadri,Yes (2),1,0,1,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 21:20,3
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (27),25,0,2,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-21 16:20,10
District Civil Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (50),7,15,28,7,50,15,50,16,Yes,Yes,Yes,Yes,Yes,2021-05-21 17:12,10
SDH Guhla,SDH Guhla,Yes (70),24,41,5,5,24,41,5,5,Yes,No,Yes,No,Yes,2021-05-21 17:02,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (33),20,9,4,5,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-21 18:05,10
Adiyogi Arogya Avenue,"232, Subhash Nagar, Near civil hospital back gate, Jhajjar",Yes (11),6,2,3,1,7,2,6,1,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-21 19:40,8
"Advanta Hospital, Jhajjar city","Silani Gate, Jhajjar, Haryana",Yes (40),24,10,6,1,24,10,16,1,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-21 16:33,8
"Brahm Shakti Sanjivani Hospital, B.garh","Opp. BSNL Exchange, Delhi - Rohtak Road, NH9, Bahadurgarh, Haryana",Yes (45),30,12,3,2,60,20,20,3,Yes,No,Yes,Yes,Yes,2021-05-21 11:20,8
Civil Hospital Jhajjar,"Jhajjar, NH-71, Jhajjar Rohtak Road, Jhajjar, Jhajjar, Haryana",Yes (34),34,0,0,0,53,0,0,0,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-21 10:53,8
"Delhi Hospital, Bahadurgarh","Rohtak Rd, near Shyamji Complex, Ram Nagar, Bahadurgarh, Haryana",Yes (37),17,20,0,0,20,20,10,2,Yes,No,Yes,Yes,Yes,2021-05-21 10:57,8
Dr. Sanjay Multi Speciality Hospital,INFRONT OF CIVIL HOSPITAL BAHADURGARH,Yes (41),32,6,3,0,45,10,6,1,Yes,No,No,To Be Updated,To Be Updated,2021-05-21 11:15,8
"Jeewan Jyoti Hospital, Bahadurgarh","Rohtak Rd, MIE Part-B, Bahadurgarh, Haryana",Yes (122),54,68,0,4,77,68,15,4,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 10:39,8
"JK Hospital, Bahadurgarh","Bahadurgarh,, Bahamnoli, Bahadurgarh, Haryana",Yes (40),5,29,6,0,5,31,8,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-21 17:29,8
"Medicare Super Speciality Hospiatl &amp; Trauma Centre, Jhajjar City","Dadri road Jhajjar, Jhajjar, Haryana",Yes (39),12,23,4,2,15,23,12,3,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-21 09:24,8
"Mission Hospital, Bahadurgarh","Near main Bus Stand & City Metro Station, Rohtak Rd, Bahadurgarh, Jhajjar ,Haryana",Yes (38),9,25,4,0,14,29,6,1,To Be Updated,No,Yes,Yes,No,2021-05-21 15:17,8
"Oscar Hospital, JJR city","Civil Road,Opp Civil Hospital, Jhajjar, Haryana",Yes (64),6,58,0,1,8,58,14,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 15:01,8
Oxymus Hospital,"Opposite Civil Hospital, Near Metro Pollar No. 876 Delhi Rohtak Road, Bahadurgarh",Yes (7),4,0,3,0,4,0,6,0,Yes,No,No,No,No,2021-05-21 11:25,8
"Rana Hospital, Bahadurgarh","OPP. REST HOUSE,OLD BARAHI ROAD, BAHADURGARH",Yes (25),18,0,7,2,18,0,7,2,To Be Updated,To Be Updated,No,No,Yes,2021-05-21 17:56,8
"RJ Super Speciality Hospital, B.garh","Delhi - Rohtak Rd, Near Rajesh Joon Office, Dalbir Nagar, Bahadurgarh, Haryana",Yes (55),42,10,3,0,60,10,10,3,Yes,No,Yes,Yes,Yes,2021-05-21 10:56,8
RS GAUR GLOBAL MULTISPECIALITY HOSPITAL,"Jhajjar Road Netaji Subhash Vihar, Haryana",Yes (21),12,4,5,2,19,7,7,2,Yes,No,Yes,Yes,Yes,2021-05-21 18:29,8
"SDH, Bahadurgarh","Madhya Marg, Old Industrial Area, Bahadurgarh, Haryana",Yes (23),23,0,0,0,35,0,0,0,Yes,Yes,Yes,No,Yes,2021-05-21 14:43,8
"Shivam Hospital, B.garh","Line Par, Shastri Nagar, Netaji Nagar, Bahadurgarh, Haryana",Yes (35),24,9,2,0,30,15,6,1,Yes,No,Yes,Yes,Yes,2021-05-21 17:12,8
"Swastik Hospital, Bahadurgarh","Jhajjar Rd, Shakti Nagar, Sakti Nagar, Bahadurgarh, Haryana",Yes (12),8,Beds Over Utilized 3,4,1,26,4,10,2,Yes,No,Yes,Yes,Yes,2021-05-21 13:20,8
World College Of Medical Sciences And Hospital,"Jhajjar Sampla Road, Gurwar, Jhajjar, Haryana",Yes (208),73,135,0,2,90,135,25,4,Yes,Yes,Yes,Yes,Yes,2021-05-21 18:11,8
"AAROGYAM HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (5),0,5,0,1,40,12,15,27,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:24,12
"ADESH MEDICAL COLLEGE, SHAHBAD MOHRI KURUKSHETRA.","VILL. MOHRI, SHAHBAD, KURUSHETRA",Yes (92),24,67,1,2,30,70,5,11,Yes,Yes,Yes,Yes,Yes,2021-05-21 10:09,12
AGGARWAL NURSING HOME,"SALARPUR ROAD, THANESAR, KURUKSHETRA.",No (0),0,0,0,0,20,7,3,7,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:24,12
B.S. HEART CARE,"OPP. NEW BUS STAND, KURUKSHETRA.",Yes (8),8,0,0,10,18,0,8,20,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:22,12
"CYGNUS HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",No (0),0,0,0,0,7,4,1,4,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:25,12
KURUKSHETRA NURSING HOME,,Yes (10),9,0,1,2,18,0,1,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:26,12
LNJP CIVIL HOSPITAL.,LNJP HOSPITAL KURUKSHETRA.,Yes (13),13,0,0,0,100,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:24,12
MIRI PIRI SHAHBAD,"SHAHBAD, KURUKSHETRA",Yes (3),2,0,1,1,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:09,12
Nirogi Hospital,Shahabad Kurukshetra,Yes (7),5,2,0,3,5,2,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:26,12
Saraswati Mission Hospital,"Ambala Road Dist. Kurukshetra, Pehowa, Haryana 136128",Yes (1),0,0,1,2,20,0,2,5,Yes,No,Yes,Yes,Yes,2021-05-21 15:23,12
"SIDHARTH HOSPITAL, SHAHBAD","SHAHBAD, KURUKSHETRA",Yes (5),1,4,0,1,8,4,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-21 15:25,12
VERMA HOSPITAL,LADWA,No (0),0,0,0,0,9,3,2,2,Yes,No,Yes,Yes,Yes,2021-05-21 15:25,12
Anchal Multispeciality Hospital,"Anchal Multi speciality Hospital, Krishna Colony, Bhiwani, Haryana 127027",Yes (18),16,0,2,1,25,0,10,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 10:28,2
Ch. Bansilal Govt Hospital,"Bansi Lal General Hospital, Ghanta Ghar Chowk, SH 17, Krishna Colony, Bhiwani, Haryana 127021",Yes (74),52,18,4,2,146,34,46,9,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:57,2
Chugh Hospital,"Meham Gate, Circular Road, Bhiwani",No (0),0,0,0,0,20,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:06,2
ESI Hospital Bhiwani,"Stadium Rd, Housing Board Colony, Bhiwani, Haryana 127021",Yes (40),0,40,0,0,0,40,0,0,No,No,Yes,Yes,Yes,2021-05-21 10:29,2
Ganpatrai Hospital,"SH 17, Bank Colony, Bound Kalan, Krishna Colony, Bhiwani, Haryana 127021",Yes (10),4,4,2,1,4,4,2,1,Yes,No,Yes,Yes,Yes,2021-05-21 10:30,2
Jangra Multispecilaity Hospital,"Bank Colony, Old Bharat Nagar, Bhiwani, Haryana 127021",Yes (7),6,1,0,0,7,3,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 17:40,2
Jeevan Nursing Home-Bhiwani,Rohtak gate Bhiwani,Yes (10),6,1,3,0,6,1,3,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 16:48,2
Kadam Hospital,"Bank Colony Near New Bus Stand, Bhiwani",Yes (18),11,0,7,0,11,0,34,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 10:27,2
Krishan Lal Jalan Hospital,"Jalan Nagar, M.C.Colony, Bhiwani, Haryana 127021",Yes (40),20,20,0,0,20,20,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 10:30,2
Life Line Hospital,"Circular Rd, M.C.Colony, Bhiwani, Haryana 127021",Yes (13),7,0,6,0,21,0,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:00,2
RPS HOSPITAL,,Yes (21),4,15,2,0,4,16,4,0,Yes,No,Yes,Yes,Yes,2021-05-21 11:04,2
Sharma Nursing and Maternity Home Tosham,Siwani Road Tosham,Yes (10),7,0,3,2,7,0,3,2,Yes,Yes,To Be Updated,Yes,Yes,2021-05-21 16:48,2
Shree Ganesha Hospital,"Dadri Gate, Bhiwani",Yes (7),4,3,0,0,6,3,4,0,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:06,2
"SHRI BABA YOGI NETANATH HOSPITAL , LOHANI ,BHIWANI",VPO Lohani,Yes (24),24,0,0,2,35,5,10,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:07,2
SMSG Multispeciality Hospital,"Rohtak Gate, Bhiwani",Yes (21),2,17,2,2,2,17,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:06,2
Spes Hospital,"Circular Rd, Bound Kalan, M.C.Colony, Bhiwani, Haryana 127021",Yes (11),4,0,7,1,7,3,12,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 11:05,2
Apollo Rewari/Family Health Edge Hospital,"Garhi Bolni Rd, near Public Health Office, krishna Nagar, Rewari, Haryana",Yes (8),6,2,0,0,9,3,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 20:23,18
Capt. Nand Lal Hospital,"Circular Road near Government Girls Senior Secondary School naiwali, chowk, Rewari",Yes (20),6,10,4,1,11,10,8,1,Yes,No,Yes,Yes,Yes,2021-05-15 23:54,18
Civil Hospital rewari,"Kayasthwara Mohalla, Rewari, Haryana",Yes (33),17,16,0,0,40,16,8,4,Yes,Yes,Yes,Yes,Yes,2021-05-21 20:07,18
Cygnus Hospital Rewari,"Opposite Civil Hospital Mohola, Sanghi Ka Bass, Rewari, Haryana",Yes (3),Beds Over Utilized 7,Beds Over Utilized 1,3,0,15,0,9,2,Yes,No,Yes,No,Yes,2021-05-19 10:23,18
Devjyoti Hospital,"Ambedkar chowk, near Bus Stand, Rewari, Haryana",Yes (3),1,2,0,Beds Over Utilized 1,7,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-21 19:05,18
Dr. K.K. NAGAR HOSPITAL,"317, Near Shishu Shala School, Model Town, Rewari, Haryana",Yes (9),1,0,8,1,3,0,10,1,Yes,No,Yes,Yes,Yes,2021-05-21 12:59,18
Dr. Vijay Pal Yadav Hospital,"Near Ambedker chowk, Rewari",Yes (5),1,0,4,0,3,3,4,0,Yes,No,Yes,Yes,Yes,2021-05-21 17:36,18
Kamla Nursing Home/Kalawati Hospital,"201, Model Town, Rewari, Near Bus Stand, Opposite Bal Bhawan, Shivam Chowk",No (0),Beds Over Utilized 10,0,Beds Over Utilized 2,3,5,0,5,6,Yes,No,Yes,Yes,Yes,2021-05-19 12:36,18
Katyal Hospital,"Katyal Hospital, KANOD GATE, CIRCULAR ROAD, Rewari, Haryana, India",Yes (5),3,1,1,0,12,6,10,1,Yes,No,Yes,Yes,Yes,2021-05-19 13:57,18
Maars Hospital,"Garhi Bolni Rd, near PWD Office, Sector 19, Rewari, Haryana",Yes (1),1,0,0,0,11,0,0,0,Yes,No,Yes,Yes,No,2021-05-21 18:33,18
Matrika Hospital,"Matrika Hospital, Ranbir Singh Huda Chowk, Bawal-Rewari Rd, Rewari, Haryana",Yes (7),7,0,0,1,16,0,14,3,Yes,No,No,Yes,Yes,2021-05-21 21:42,18
Mediom Hospital/Medcare Hospital,"Sohna Rd, near Municipal Corporation, Dharuhera, Haryana",Yes (4),3,Beds Over Utilized 1,1,0,8,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-19 12:37,18
Om Hospital,"Om Hospital, Nandrampur Bass Rd, Dharuhera, Haryana",Yes (16),7,4,5,0,12,4,8,0,Yes,No,Yes,Yes,Yes,2021-05-19 12:37,18
