name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (3),0,3,0,0,102,4,48,36,Yes,No,Yes,Yes,Yes,2021-05-12 18:35,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (4),0,2,2,2,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-11 13:28,7
Parnami Hospital,Hisar,Yes (3),0,3,0,0,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:31,7
Ravindra Hospital Hisar,Model Town HISAR,No (0),0,0,0,0,17,0,0,1,Yes,No,Yes,Yes,Yes,2021-05-12 17:44,7
Sapra Hospital,Rajgarh Road Hisar,No (0),0,0,0,0,35,3,8,10,Yes,No,Yes,Yes,Yes,2021-05-11 13:31,7
"Sarvodya Hospital, Hisar",Delhi Road Hisar,No (0),0,0,0,0,24,7,1,3,Yes,Yes,Yes,Yes,Yes,2021-05-12 18:51,7
Sewak Sabha Hospital,Near Bus Stand Hisar,No (0),0,0,0,0,16,3,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-11 15:40,7
Shanti Devi Hospital,Delhi Road Hisar,No (0),0,0,0,0,26,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-12 17:42,7
Shri Kali Devi Hospital Hansi,Delhi Road Hansi,Yes (13),8,0,5,0,8,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-10 09:36,7
SINGLA MULTISPECIALITY HOSPITAL,"RISHI NAGAR, GALI NO. 1, NEAR BUS STAND, HISAR",No (0),0,0,0,0,17,0,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 07:39,7
SL Minda Hospital,VPO Bagla,Yes (11),3,0,8,2,3,0,8,2,Yes,No,Yes,Yes,Yes,2021-05-12 17:41,7
Sonakshi Children Hospital Hansi,"G T Road, Near Kali Devi Mandir, Opp Bhalla Patrol Pump, Hansi",Yes (3),3,0,0,0,9,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-12 20:27,7
Sukhda Multispeciality Hospital,Dabra Chowk Hisar,No (0),0,0,0,0,46,4,18,6,Yes,No,Yes,Yes,Yes,2021-05-12 19:24,7
Vardaan Hospital Hisar,Hisar,Yes (3),2,1,0,0,10,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-12 17:40,7
Civil Hospital Fatehabad,Near Bus Stand Fatehabad,No (0),0,0,0,0,34,0,6,6,Yes,Yes,Yes,Yes,Yes,2021-05-12 16:37,5
Civil Hospital Ratia,"Dera Surjanhar, Ratia, Fatehabad",No (0),0,0,0,2,18,0,0,2,Yes,No,No,No,Yes,2021-05-12 14:21,5
"Civil Hospital, Tohana",Opposite New Sabzi Mandi Tohana,Yes (1),0,1,0,0,22,3,0,2,Yes,No,Yes,Yes,Yes,2021-05-12 19:42,5
Community Health Center Bhattu,"Surya Nagar, Bhattu Mandi near Railway Station",Yes (18),2,16,0,0,12,18,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:51,5
Community Health Center Bhuna,CHC Bhuna,Yes (13),0,13,0,0,12,18,0,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 18:45,5
Community Health Center JAKHAL,Near SBI Bank Jakhal,Yes (3),3,0,0,0,12,0,0,0,Yes,No,No,No,Yes,2021-05-12 19:59,5
"Gupta Children Hospital, Ratia","Aggarwal Colony, Ratia",Yes (9),7,0,2,1,7,8,2,1,Yes,No,Yes,Yes,No,2021-05-12 14:02,5
Kaushal Hospital,"Near Harvinder Singh Petrol Pump, Hisar Road, Fatehabad",Yes (20),1,18,1,0,12,18,6,2,No,No,Yes,Yes,Yes,2021-05-12 14:05,5
"Manav Sewa Sangam Hospital, Tohana",Near Truck Union,Yes (2),2,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 18:08,5
Miglani Hospital,"Employees Colony, Ratia,",Yes (12),10,2,0,0,15,2,7,7,Yes,Yes,Yes,Yes,Yes,2021-05-12 17:04,5
Rajasthan Medical Centre (RMC) Hospital Tohana,Kenchi Chowk Tohana,No (0),0,0,0,0,11,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-12 18:50,5
Sadhbhawdna Hospital Fatehabad,Near Court Complex Hisar Road Fatehabad,Yes (11),0,11,0,0,5,20,7,3,Yes,No,Yes,Yes,Yes,2021-05-12 21:59,5
Sanjeevani Hospital Fatehabad,"Goshala Road, near Ashirbad Pelace",Yes (15),11,0,4,3,11,0,4,3,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 17:46,5
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",No (0),0,0,0,0,0,6,12,2,Yes,No,Yes,Yes,Yes,2021-05-12 13:56,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (9),5,4,0,0,5,8,0,0,No,No,Yes,Yes,Yes,2021-05-12 18:50,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (5),1,0,4,0,1,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-12 19:49,5
Aashirwad Hospital,101 Devi Murti Colony Panipat,Yes (1),0,0,1,1,2,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,17
Aayushmaan Bhav Hospital,"GT Road Sewah, Near Police Line Panipat",No (0),0,0,0,0,5,4,6,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:30,17
APEX HOSPITAL &amp; TRAUMA CENTRE,SANOLI ROAD BABAIL NAKA,Yes (3),2,0,1,0,9,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-12 16:01,17
CHC Dadlana,"VPO Dadlana, Panipat",Yes (8),0,8,0,0,0,8,0,0,No,No,No,No,Yes,2021-05-12 15:30,17
CHC Khotpura,VPO Khotpura Panipat,Yes (9),0,9,0,0,0,9,0,0,No,No,No,No,No,2021-05-12 15:30,17
Chhabra Hospital,A-1 Narain Singh Park,No (0),0,0,0,1,6,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 16:03,17
Civil Hospital panipat,Civil Hospital GT Road Panipat,Yes (20),6,14,0,0,74,20,10,4,Yes,Yes,Yes,Yes,Yes,2021-05-12 15:32,17
Cygnus Hospital,Cygnus Hospital Near Devi Mndir Panipat,No (0),0,0,0,0,12,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:32,17
GALAXY HOSPITAL,ASSAND ROAD PANIPAT,Yes (2),1,0,1,0,8,0,7,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:37,17
Hyderabadi General Hospital &amp; Nursing Home,"Sanoli Road, Near Sanjay, Chowk, Panipat",No (0),0,0,0,2,0,0,10,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:42,17
IBM HOSPITAL &amp; TRAUMA CENTRE,NEAR BHIM GODA MANDIR SANOLI ROAD,No (0),0,0,0,0,12,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:33,17
LHDM &amp; Prem Hospital,Prem Hospital Opp. Bus Stand Panipat,Yes (7),7,0,0,0,71,0,9,8,Yes,Yes,Yes,Yes,Yes,2021-05-12 15:37,17
MAX PLUS HOSPITAL,NEAR MALIK PETROL PUMP SANOLI ROAD,No (0),0,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-12 16:20,17
NC Medical College,NC Medical Colllage Israna,Yes (461),0,458,3,3,42,483,5,4,Yes,No,Yes,Yes,Yes,2021-05-12 15:31,17
Park Hospital GT road panipat,"GT Road Sewah, Paniapt",Yes (14),10,4,0,0,52,14,16,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 15:58,17
Prime Hospital Health Leaders,"Opp. Gangapuri Road, Sanoli Road Panipat",No (0),0,0,0,0,8,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-12 16:01,17
Rainbow Hospital,152-R Model Town Panipat,No (0),0,0,0,0,6,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-12 15:03,17
SDH Samalkha,G.T Road Samalkha,Yes (50),30,20,0,0,30,20,0,0,No,No,Yes,Yes,Yes,2021-05-12 15:30,17
shobhit Hospital,"adjacent canara bank, tahsil camp",Yes (12),10,2,0,0,12,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-12 15:33,17
Shree Badri Das Hospital and ICU Care Centre,Assandh Road Panipat,Yes (1),1,0,0,0,8,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-12 15:39,17
Shree Balajee Multispeciality Hospital,Aggarsan Colony Assandh Road Panipat,No (0),0,0,0,0,4,0,6,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 14:51,17
Shubham Hospital,"202 New Sukhdev Nagar, Panipat",Yes (1),0,0,1,1,6,0,3,3,Yes,No,Yes,Yes,Yes,2021-05-12 16:03,17
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",No (0),0,0,0,0,35,15,12,11,Yes,Yes,Yes,Yes,Yes,2021-05-12 22:53,3
Jaihind Hospital,Charkhi Dadri,No (0),0,0,0,0,7,1,5,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 22:57,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (27),17,10,0,0,54,16,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 22:49,3
Oscar Hospital,Charkhi Dadri,Yes (2),0,0,2,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 14:37,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",Yes (1),0,0,1,0,18,2,3,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 14:31,3
Sunflag Hospital,Charkhi Dadri,No (0),0,0,0,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 22:56,3
"AMRITDHARA, Chaura Bazar","Near ITI Chowk, Gahoon Vihar, Karnal, Haryana",Yes (4),4,0,0,0,38,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-12 14:50,11
Arpana Hospital,"G.T. Road, Madhuban, Karnal, Karnal, Haryana",Yes (3),3,0,0,1,16,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-12 13:46,11
CHC Assandh,"Assandh, Assandh Ruralpart, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:17,11
CHC Gharaunda,"Balinagar, Gharaunda, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 14:51,11
CHC Nissing,"SH 8, Gondar, Nissing, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:17,11
CHC Taraori,CHC Taraori,Yes (6),6,0,0,0,6,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:18,11
Dr. Gian Bhushan Hospital,"Kunjpura Rd Old Char Chaman Dyal Singh Colony Karnal  132001 Republic of,",Yes (1),1,0,0,0,6,0,5,0,Yes,No,No,No,No,2021-05-12 08:01,11
Ishwar Kirpa Hospital,"Ishwar Kirpa Hospital, Sector -14",No (0),0,0,0,0,14,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-12 09:14,11
"Kalpana Chawla Government Medical College, Karnal","Model Town, Karnal, Haryana",Yes (2),1,0,1,0,200,0,80,80,Yes,Yes,Yes,Yes,Yes,2021-05-12 14:50,11
Karnal Nursing Home,"26 Duggal Colony, Karnal",Yes (2),1,0,1,0,8,0,10,0,Yes,No,Yes,Yes,Yes,2021-05-12 17:36,11
Park Hospital,"CHD City, NH-1, Sector 45, Karnal, Haryana",No (0),Beds Over Utilized 6,0,Beds Over Utilized 4,0,10,0,20,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 14:49,11
Rama Superspeciality Hospital,Civil Hosp Chowk Karnal,No (0),0,0,0,0,8,0,6,0,Yes,No,Yes,Yes,Yes,2021-05-12 14:48,11
RP Welltar Hospital,"Vill. Bastara, District Karnal",Yes (3),0,3,0,0,10,4,4,1,Yes,No,Yes,Yes,Yes,2021-05-12 09:59,11
"Sanjiv Bansal Cygnus Hospital , Karnal","Railway Rd, Ibrahim Mandi, Karnal, Haryana",No (0),0,0,0,1,20,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-12 18:01,11
Sarvodya Hospital,"Sector 14, Near Tau Devi Lal Chowk",Yes (1),1,0,0,0,12,0,10,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 19:40,11
SDH Nilokheri,SDH Nilokheri,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:17,11
Shri Ram Chand Memorial Hospital,"12, Ashoka colony,Opp Kalpana Chawla hospital, Karnal, Haryana",No (0),0,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-12 14:46,11
Shri Sanatan Dharam Mahabir Dal,"Kunjpura Road, Karnal Near Sanatan Dharam Mandir",No (0),0,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 14:45,11
SS Hospital,"Sector 14, Karnal",No (0),0,0,0,0,7,0,7,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-12 17:38,11
Swastik Hospital,Swastic Hospital Opp DCH,Yes (1),1,0,0,0,10,0,9,0,Yes,No,Yes,Yes,Yes,2021-05-12 21:18,11
Virk Hospital Karnal,"363-364, Randhir lane, near Dyal Singh College, Karnal, Haryana",No (0),0,0,0,0,37,0,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:41,11
"Ayurvedic Medical College, Patikra",HUDA Sec. 1 Narnaul,Yes (120),0,120,0,0,75,125,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 17:54,13
CHC ATELI,CHC Ateli,Yes (15),5,10,0,0,5,10,0,0,No,Yes,Yes,Yes,Yes,2021-05-12 09:34,13
CHC Kanina,CHC Kanina,Yes (35),8,27,0,0,20,30,0,0,No,No,Yes,Yes,Yes,2021-05-12 09:33,13
CHC Nangal Chaudhary,chc nangal choudhary,Yes (15),5,10,0,0,5,10,0,0,No,Yes,Yes,Yes,Yes,2021-05-12 09:35,13
CHC Sehlang,CHC SEHLANG,Yes (15),5,10,0,0,5,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:35,13
Civil Hospital Narnaul,"Housing Board, Narnaul",No (0),0,0,0,0,35,0,0,7,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:30,13
Jaipur Heart &amp; Multi Speciality Hospital,"Opp. Sadar Thana, Narnaul",No (0),0,0,0,0,6,0,6,3,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:10,13
LAXMI NARAYANAN,"Laxmi Narayanan Hospital , Narnaul Road Mahendergarh",No (0),0,0,0,1,6,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 17:16,13
Rainbow Multispecialty hospital and trauma Centre,"Singhana road, Narnaul",Yes (5),2,3,0,0,2,3,8,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:11,13
Sammat Memorial Hospital,"Sastri colony, near bus stand, mahendergarh",Yes (10),2,6,2,0,10,6,5,2,Yes,No,Yes,Yes,Yes,2021-05-12 11:08,13
Sanwedna Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (4),0,0,4,1,11,0,10,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:07,13
SDH Mahendergarh,SDH Mahendergarh,Yes (8),8,0,0,0,20,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:35,13
Shanti Hospital Narnaul,Shanti Hospital Narnaul,Yes (14),3,7,4,0,9,7,9,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 22:37,13
Sheela Multi Superspeciality Hospital,Behind Bus Stand Mahindergarh,No (0),0,0,0,0,6,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-12 11:08,13
Shri Arvind Heart and Multispecialty Hospital,"Rao Tula Ram Chowk, Dadri Road Mahendergarh",Yes (5),0,5,0,2,6,5,6,3,Yes,Yes,Yes,Yes,Yes,2021-05-12 11:11,13
Vijay Hospital Narnaul,"HUDA Sector 1, Narnaul",No (0),0,0,0,0,8,0,17,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 20:27,13
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (10),6,0,4,0,15,0,10,3,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (18),7,9,2,2,7,9,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 15:43,15
BASU HOSPITAL,,Yes (22),10,12,0,0,10,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:43,15
CHC Alawalpur,CHC Alawalpur,Yes (16),16,Beds Over Utilized 3,0,0,20,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 15:41,15
Civil Hospital Palwal,"Civil Hospital, palwal",No (0),0,0,0,0,70,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 15:42,15
COSMOS HOSPITAL,PALWAL,Yes (4),4,0,0,0,5,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 15:42,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (3),1,0,2,0,4,0,16,2,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
GOLDEN HOSPITAL,PALWAL,Yes (7),1,6,0,0,4,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:42,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (39),39,Beds Over Utilized 4,0,0,57,0,18,5,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (12),10,2,0,0,10,2,0,0,To Be Updated,No,Yes,Yes,Yes,2021-05-12 15:43,15
KISHAN SINGH HOSPITAL,HODAL,Yes (7),7,0,0,0,8,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 15:42,15
LIFE CARE HOSPITAL,HODAL,Yes (8),8,0,0,0,8,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 15:42,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (12),0,9,3,1,0,9,3,1,Yes,No,Yes,Yes,Yes,2021-05-12 15:43,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (5),5,Beds Over Utilized 2,0,0,20,0,3,3,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
RAHUL HOSPITAL,PALWAL,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:42,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (9),8,Beds Over Utilized 4,1,0,20,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
SDH Hodal,SDH Hodal,Yes (13),13,0,0,0,20,0,0,0,Yes,No,To Be Updated,To Be Updated,Yes,2021-05-12 17:37,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (5),5,Beds Over Utilized 8,Beds Over Utilized 2,Beds Over Utilized 2,8,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:41,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),6,0,4,0,6,0,4,0,Yes,No,Yes,Yes,Yes,2021-05-12 15:43,15
Advanta Super Speciality Hospital,Near Power House,No (0),Beds Over Utilized 9,0,Beds Over Utilized 4,0,25,0,10,4,No,No,Yes,Yes,Yes,2021-05-12 10:24,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",No (0),0,0,0,1,2,3,12,2,Yes,No,No,No,No,2021-05-12 16:57,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 10:43,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (4),0,4,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-12 13:19,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (4),4,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 17:26,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (10),5,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-12 16:16,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-12 15:33,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (6),0,6,0,0,2,8,0,0,Yes,No,Yes,No,Yes,2021-05-12 17:03,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (10),0,10,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-12 18:22,19
"Civil Hospital, Rohtak",Subash Road,Yes (37),4,33,0,0,31,33,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-12 14:08,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,54,6,18,6,No,No,No,Yes,Yes,2021-05-12 11:12,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (5),0,0,5,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-12 17:55,19
Joyline Multispeciality,"Surajmal Colony, Sunarian Road, Opposite Birgadier Muktram Statue Rohtak",Yes (3),3,0,0,1,15,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-12 18:06,19
