name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"Brahm Shakti Sanjivani Hospital, B.garh","Opp. BSNL Exchange, Delhi - Rohtak Road, NH9, Bahadurgarh, Haryana",Yes (84),48,20,16,3,60,20,20,3,Yes,No,Yes,Yes,Yes,2021-05-28 12:19,8
Civil Hospital Jhajjar,"Jhajjar, NH-71, Jhajjar Rohtak Road, Jhajjar, Jhajjar, Haryana",Yes (32),30,0,2,4,53,0,5,5,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-28 10:28,8
"Delhi Hospital, Bahadurgarh","Rohtak Rd, near Shyamji Complex, Ram Nagar, Bahadurgarh, Haryana",Yes (46),18,20,8,2,20,20,10,2,Yes,No,Yes,Yes,Yes,2021-05-28 10:53,8
Dr. Sanjay Multi Speciality Hospital,INFRONT OF CIVIL HOSPITAL BAHADURGARH,Yes (52),41,6,5,1,45,10,6,1,Yes,No,No,To Be Updated,To Be Updated,2021-05-28 13:52,8
"Jeewan Jyoti Hospital, Bahadurgarh","Rohtak Rd, MIE Part-B, Bahadurgarh, Haryana",Yes (114),57,57,0,4,77,68,15,4,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-23 16:42,8
"JK Hospital, Bahadurgarh","Bahadurgarh,, Bahamnoli, Bahadurgarh, Haryana",Yes (44),5,31,8,0,5,31,8,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-28 14:21,8
"Medicare Super Speciality Hospiatl &amp; Trauma Centre, Jhajjar City","Dadri road Jhajjar, Jhajjar, Haryana",Yes (38),11,21,6,3,15,23,12,3,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-28 18:49,8
"Mission Hospital, Bahadurgarh","Near main Bus Stand & City Metro Station, Rohtak Rd, Bahadurgarh, Jhajjar ,Haryana",Yes (44),9,29,6,1,14,29,6,1,To Be Updated,No,Yes,Yes,No,2021-05-28 15:16,8
"Oscar Hospital, JJR city","Civil Road,Opp Civil Hospital, Jhajjar, Haryana",Yes (66),8,58,0,1,8,58,14,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-28 16:07,8
Oxymus Hospital,"Opposite Civil Hospital, Near Metro Pollar No. 876 Delhi Rohtak Road, Bahadurgarh",Yes (9),4,0,5,0,4,0,6,0,Yes,No,No,No,No,2021-05-27 12:32,8
"Rana Hospital, Bahadurgarh","OPP. REST HOUSE,OLD BARAHI ROAD, BAHADURGARH",Yes (25),18,0,7,2,18,0,7,2,To Be Updated,To Be Updated,No,No,Yes,2021-05-28 17:39,8
"RJ Super Speciality Hospital, B.garh","Delhi - Rohtak Rd, Near Rajesh Joon Office, Dalbir Nagar, Bahadurgarh, Haryana",Yes (52),36,10,6,2,60,10,10,3,Yes,No,Yes,Yes,Yes,2021-05-28 12:16,8
RS GAUR GLOBAL MULTISPECIALITY HOSPITAL,"Jhajjar Road Netaji Subhash Vihar, Haryana",Yes (22),15,3,4,2,19,7,7,2,Yes,No,Yes,Yes,Yes,2021-05-28 17:56,8
"SDH, Bahadurgarh","Madhya Marg, Old Industrial Area, Bahadurgarh, Haryana",Yes (38),33,0,5,5,35,0,5,5,Yes,Yes,Yes,No,Yes,2021-05-28 12:15,8
"Shivam Hospital, B.garh","Line Par, Shastri Nagar, Netaji Nagar, Bahadurgarh, Haryana",Yes (45),29,13,3,0,30,15,6,1,Yes,No,Yes,Yes,Yes,2021-05-28 18:23,8
"Swastik Hospital, Bahadurgarh","Jhajjar Rd, Shakti Nagar, Sakti Nagar, Bahadurgarh, Haryana",Yes (27),18,0,9,1,26,4,10,2,Yes,No,Yes,Yes,Yes,2021-05-28 15:49,8
World College Of Medical Sciences And Hospital,"Jhajjar Sampla Road, Gurwar, Jhajjar, Haryana",Yes (230),89,135,6,4,90,135,25,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:54,8
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (30),28,0,2,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-28 15:12,10
District Civil Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (68),48,13,7,8,80,15,20,15,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:15,10
SDH Guhla,SDH Guhla,Yes (70),24,41,5,5,24,41,5,5,Yes,No,Yes,No,Yes,2021-05-28 16:20,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (36),24,8,4,4,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-28 09:56,10
"Ayurvedic Medical College, Patikra",HUDA Sec. 1 Narnaul,Yes (187),28,159,0,0,40,160,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 12:58,13
CHC ATELI,CHC ATELI,Yes (13),8,5,0,0,15,5,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-27 10:54,13
CHC Kanina,Kanina,Yes (10),0,10,0,0,15,12,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 19:32,13
CHC Nangal Chaudhary,chc nangal choudhary,Yes (10),5,5,0,0,5,5,0,0,No,Yes,Yes,Yes,Yes,2021-05-27 13:18,13
CHC Sehlang,CHC SEHLANG,Yes (9),5,4,0,0,5,4,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:17,13
Civil Hospital Narnaul,"Housing Board, Narnaul",Yes (52),52,0,0,6,80,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-28 09:01,13
Jaipur Heart &amp; Multi Speciality Hospital,"Opp. Sadar Thana, Narnaul",Yes (7),4,3,0,0,6,3,4,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 16:30,13
LAXMI NARAYANAN,"Laxmi Narayanan Hospital , Narnaul Road Mahendergarh",Yes (8),6,0,2,1,6,0,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-28 09:08,13
Nihal Hospital Kanina,Kanina Main Bus Stand,Yes (13),12,0,1,1,13,0,1,1,Yes,Yes,Yes,Yes,Yes,2021-05-28 09:21,13
Rainbow Multispecialty hospital and trauma Centre,"Singhana road, Narnaul",Yes (4),2,0,2,0,4,3,6,2,Yes,No,Yes,Yes,Yes,2021-05-26 22:50,13
Sammat Memorial Hospital,"Sastri colony, near bus stand, mahendergarh",Yes (8),8,0,0,2,10,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-28 16:27,13
Sanwedna Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (9),9,0,0,0,25,0,9,1,Yes,Yes,Yes,Yes,Yes,2021-05-26 09:43,13
SDH Mahendergarh,SDH Mahendergarh,Yes (17),17,0,0,4,20,0,0,5,Yes,Yes,Yes,Yes,Yes,2021-05-27 13:17,13
Shanti Hospital Narnaul,Shanti Hospital Narnaul,Yes (21),9,7,5,0,9,7,7,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:14,13
Sheela Multi Superspeciality Hospital,Behind Bus Stand Mahindergarh,Yes (6),4,0,2,1,6,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-28 09:04,13
Shri Arvind Heart and Multispecialty Hospital,"Rao Tula Ram Chowk, Dadri Road Mahendergarh",Yes (17),9,5,3,3,9,5,3,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 12:48,13
Tanwar Health Care MGarh,,Yes (9),5,0,4,1,5,0,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-28 16:54,13
Vijay Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (5),5,0,0,1,8,0,15,2,Yes,Yes,Yes,Yes,Yes,2021-05-26 08:21,13
Civil Hospital Fatehabad,Near Bus Stand Fatehabad,Yes (27),14,0,13,0,20,0,26,6,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:25,5
Civil Hospital Ratia,"Dera Surjanhar, Ratia, Fatehabad",Yes (1),1,0,0,0,5,0,13,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:20,5
"Civil Hospital, Tohana",Opposite New Sabzi Mandi Tohana,Yes (17),10,3,4,0,10,3,14,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:19,5
Community Health Center Bhattu,"Surya Nagar, Bhattu Mandi near Railway Station",Yes (9),4,2,3,0,4,2,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:23,5
Community Health Center Bhuna,CHC Bhuna,Yes (23),13,10,0,0,16,14,0,0,Yes,No,Yes,No,Yes,2021-05-28 10:21,5
Community Health Center JAKHAL,Near SBI Bank Jakhal,Yes (6),6,0,0,0,6,0,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:22,5
"Gupta Children Hospital, Ratia","Aggarwal Colony, Ratia",Yes (14),4,8,2,1,6,8,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-28 16:13,5
Kaushal Hospital,"Near Harvinder Singh Petrol Pump, Hisar Road, Fatehabad",Yes (9),7,0,2,2,12,0,6,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:25,5
"Manav Sewa Sangam Hospital, Tohana",Near Truck Union,Yes (2),2,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:21,5
Miglani Hospital,"Employees Colony, Ratia,",Yes (15),13,2,0,0,15,2,7,7,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:20,5
Rajasthan Medical Centre (RMC) Hospital Tohana,Kenchi Chowk Tohana,Yes (15),11,0,4,2,11,0,4,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:21,5
Sadhbhawdna Hospital Fatehabad,Near Court Complex Hisar Road Fatehabad,Yes (26),5,20,1,1,15,20,15,5,Yes,Yes,Yes,Yes,Yes,2021-05-28 16:55,5
Sanjeevani Hospital Fatehabad,"Goshala Road, near Ashirbad Pelace",Yes (7),5,0,2,2,6,0,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:26,5
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",Yes (7),0,5,2,1,0,6,12,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 10:22,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (9),3,6,0,0,5,8,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 18:51,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (6),1,0,5,1,1,0,7,1,Yes,Yes,Yes,Yes,Yes,2021-05-28 19:42,5
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (19),17,2,0,8,35,15,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-28 12:59,3
Jaihind Hospital,Charkhi Dadri,Yes (8),6,1,1,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-28 13:02,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (54),44,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 13:00,3
Oscar Hospital,Charkhi Dadri,Yes (15),0,0,15,0,0,0,18,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-28 13:01,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",Yes (12),10,0,2,0,15,0,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-28 12:58,3
Sunflag Hospital,Charkhi Dadri,Yes (10),5,0,5,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-28 13:02,3
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (3),1,0,2,0,42,0,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:56,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",Yes (43),42,0,1,0,54,0,13,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:56,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (117),50,27,40,4,140,31,64,6,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:53,16
JN Shory Hospital,Pinjore,Yes (10),5,5,0,0,18,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:57,16
Kare Partners Hospital,"Sector 2, Panchkula",Yes (11),11,0,0,0,13,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:57,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (71),51,5,15,2,67,10,23,12,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:55,16
Wings Hospital,Sector 25 Panchkula,Yes (30),14,11,5,0,15,11,5,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:56,16
"AAROGYAM HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (14),6,6,2,2,40,12,15,27,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:38,12
"ADESH MEDICAL COLLEGE, SHAHBAD MOHRI KURUKSHETRA.","VILL. MOHRI, SHAHBAD, KURUSHETRA",Yes (101),26,70,5,11,30,70,5,11,Yes,Yes,Yes,Yes,Yes,2021-05-28 18:32,12
AGGARWAL NURSING HOME,"SALARPUR ROAD, THANESAR, KURUKSHETRA.",Yes (10),10,0,0,2,20,7,3,7,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:37,12
B.S. HEART CARE,"OPP. NEW BUS STAND, KURUKSHETRA.",Yes (14),14,0,0,12,18,0,8,20,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:34,12
"CYGNUS HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (1),0,1,0,0,7,4,1,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:38,12
KURUKSHETRA NURSING HOME,,Yes (6),5,0,1,2,18,0,1,2,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:40,12
LNJP CIVIL HOSPITAL.,LNJP HOSPITAL KURUKSHETRA.,Yes (52),26,21,5,4,60,30,5,5,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:36,12
MIRI PIRI SHAHBAD,"SHAHBAD, KURUKSHETRA",Yes (11),8,0,3,0,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:38,12
Nirogi Hospital,Shahabad Kurukshetra,Yes (7),5,2,0,3,5,2,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:40,12
Saraswati Mission Hospital,"Ambala Road Dist. Kurukshetra, Pehowa, Haryana 136128",Yes (10),8,0,2,2,20,0,2,5,Yes,No,Yes,Yes,Yes,2021-05-28 15:36,12
"SIDHARTH HOSPITAL, SHAHBAD","SHAHBAD, KURUKSHETRA",Yes (11),5,4,2,2,8,4,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-28 15:41,12
VERMA HOSPITAL,LADWA,Yes (3),1,0,2,2,9,3,2,2,To Be Updated,Yes,Yes,Yes,Yes,2021-05-28 15:38,12
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (145),136,0,9,2,140,0,10,5,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:23,22
CHC Bilaspur,CHC Bilaspur,Yes (17),4,13,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-28 17:19,22
CHC Chhachharuli,CHC Chhachharuli,Yes (17),6,11,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:19,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,No,No,Yes,2021-05-28 17:23,22
CHC Partap Nagar,CHC Partap Nagar,Yes (13),5,8,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-28 17:20,22
CHC Radaur,Radaur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:23,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (25),14,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-28 17:20,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (14),6,8,0,1,11,8,4,2,No,No,No,No,No,2021-05-28 17:20,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (33),33,0,0,0,38,0,20,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:18,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (26),6,20,0,0,30,20,20,5,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-28 17:18,22
GULATI HOSPITAL,GULATI HOSPITAL,Yes (18),14,2,2,0,25,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:20,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (17),2,2,13,7,2,2,15,7,Yes,No,Yes,Yes,Yes,2021-05-28 17:19,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (20),6,11,3,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-28 17:18,22
KAPOOR HOSPITAL,"SH 6A Indira Colony Jagadhri, yamunanagart ,Haryana",Yes (8),3,0,5,0,4,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:22,22
KESHWANI HOSPITAL,"Jagadhri - Yamuna Nagar Rd, Tagore Garden, Yamuna Nagar, Haryana",Yes (5),5,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:24,22
Maxxwell Hospital,Jagadhari Yamuna Nagar,Yes (17),10,1,6,0,10,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:21,22
Mukand Lal District Civil Hospital Yamunanagar,Mukand Lal District Civil Hospital YNR,Yes (16),8,8,0,2,18,9,0,5,Yes,No,Yes,Yes,Yes,2021-05-28 17:21,22
NIRMAL HOSPITAL,"199, Radaur Rd, near nirmal hospital, camp, Garhi Gujran, Haryana",Yes (15),13,1,1,0,13,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:19,22
RK Gupta,opp DAV Sr Sec School Near Madhu Hotel YNR,Yes (8),6,2,0,0,15,2,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:23,22
SABBARWAL HOSPITAL,"Gulab Nagar, Jagadhri, Haryana",Yes (7),2,0,5,0,6,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:22,22
Sachdeva Hospital,"2227, Civil Lines Rd, Sri Nagar Colony, Civil Lines, Gomti Mohalla, Jagadhri, Haryana",Yes (23),14,8,1,0,16,8,4,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:24,22
Santosh Hospital,"Santosh Hospital  Kanhaiya Sahib Chowk, near Govt.School, Harbanspura Colony, Gobind Pura, Yamuna Nagar, Haryana",Yes (14),3,7,4,0,5,9,14,2,Yes,No,Yes,Yes,Yes,2021-05-28 17:17,22
SHARMA HOSPITAL,Near Agarsain Chowk Jagadhri,Yes (4),4,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:23,22
Shree Medical Care Hospital,"359/2, Jain nagar, Jagadhri, Haryana",Yes (10),10,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-28 17:25,22
Shureshtha Hospital,Model Colony YNR,Yes (1),0,0,1,0,9,1,2,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:24,22
SP Hospital Jag,S.P Hospital Jag,Yes (6),4,0,2,1,4,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-28 17:21,22
Swami Vivekanand Hospital Yamunanagar,"Swami Vivekanand Hospital,Yamuna Nagar, Haryana",Yes (31),14,10,7,1,20,10,19,1,Yes,No,Yes,Yes,Yes,2021-05-28 17:22,22
Swastik Hospital,"Basant Nagar, Yamuna Nagar, Haryana",Yes (6),4,2,0,0,4,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:25,22
tejli stadium,64 A Tejli,Yes (42),7,35,0,0,20,56,0,0,Yes,No,No,No,Yes,2021-05-28 17:22,22
VARDAAN HOSPITAL,OPP KOHLI HOSPITAL NEAR AGARSEN COLLEGE JAGADHRI,Yes (9),7,2,0,0,8,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-28 17:24,22
