name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"RJ Super Speciality Hospital, B.garh","Delhi - Rohtak Rd, Near Rajesh Joon Office, Dalbir Nagar, Bahadurgarh, Haryana",Yes (50),40,10,0,2,60,10,10,3,Yes,No,Yes,Yes,Yes,2021-05-27 11:32,8
RS GAUR GLOBAL MULTISPECIALITY HOSPITAL,"Jhajjar Road Netaji Subhash Vihar, Haryana",Yes (21),13,5,3,2,19,7,7,2,Yes,No,Yes,Yes,Yes,2021-05-27 16:28,8
"SDH, Bahadurgarh","Madhya Marg, Old Industrial Area, Bahadurgarh, Haryana",Yes (38),33,0,5,5,35,0,5,5,Yes,Yes,Yes,No,Yes,2021-05-27 10:10,8
"Shivam Hospital, B.garh","Line Par, Shastri Nagar, Netaji Nagar, Bahadurgarh, Haryana",Yes (44),29,13,2,0,30,15,6,1,Yes,No,Yes,Yes,Yes,2021-05-27 15:21,8
"Swastik Hospital, Bahadurgarh","Jhajjar Rd, Shakti Nagar, Sakti Nagar, Bahadurgarh, Haryana",Yes (27),19,0,8,1,26,4,10,2,Yes,No,Yes,Yes,Yes,2021-05-27 09:18,8
World College Of Medical Sciences And Hospital,"Jhajjar Sampla Road, Gurwar, Jhajjar, Haryana",Yes (223),86,135,2,4,90,135,25,4,Yes,Yes,Yes,Yes,Yes,2021-05-27 09:57,8
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (11),5,6,0,8,25,25,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-27 13:40,3
Jaihind Hospital,Charkhi Dadri,Yes (7),5,1,1,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-27 13:44,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (54),44,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-27 13:41,3
Oscar Hospital,Charkhi Dadri,Yes (11),0,0,11,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-27 13:43,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",Yes (12),10,0,2,0,15,0,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-27 13:38,3
Sunflag Hospital,Charkhi Dadri,Yes (10),5,0,5,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-27 13:43,3
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (143),134,0,9,5,140,0,10,5,Yes,Yes,Yes,Yes,Yes,2021-05-27 11:18,22
CHC Bilaspur,CHC Bilaspur,Yes (19),6,13,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-27 17:35,22
CHC Chhachharuli,CHC Chhachharuli,Yes (16),5,11,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 17:36,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,No,No,Yes,2021-05-27 11:18,22
CHC Partap Nagar,CHC Partap Nagar,Yes (11),5,6,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-27 17:36,22
CHC Radaur,Radaur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:18,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (25),14,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-27 17:36,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (17),9,8,0,1,11,8,4,2,No,No,No,No,No,2021-05-27 17:36,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (32),32,0,0,0,38,0,20,0,Yes,No,Yes,Yes,Yes,2021-05-27 17:34,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (30),10,20,0,0,30,20,20,5,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-27 17:32,22
GULATI HOSPITAL,GULATI HOSPITAL,Yes (15),11,2,2,0,25,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-27 17:37,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (17),2,2,13,7,2,2,15,7,Yes,No,Yes,Yes,Yes,2021-05-27 17:35,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (22),10,11,1,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-27 17:34,22
KAPOOR HOSPITAL,"SH 6A Indira Colony Jagadhri, yamunanagart ,Haryana",Yes (7),2,0,5,0,4,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:16,22
KESHWANI HOSPITAL,"Jagadhri - Yamuna Nagar Rd, Tagore Garden, Yamuna Nagar, Haryana",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:20,22
Maxxwell Hospital,Jagadhari Yamuna Nagar,Yes (16),10,1,5,0,10,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-27 17:37,22
Mukand Lal District Civil Hospital Yamunanagar,Mukand Lal District Civil Hospital YNR,Yes (14),6,8,0,3,18,9,0,5,Yes,No,Yes,Yes,Yes,2021-05-27 17:38,22
NIRMAL HOSPITAL,"199, Radaur Rd, near nirmal hospital, camp, Garhi Gujran, Haryana",Yes (16),12,1,3,0,13,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-27 17:35,22
RK Gupta,opp DAV Sr Sec School Near Madhu Hotel YNR,Yes (7),6,1,0,0,15,2,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-27 11:19,22
SABBARWAL HOSPITAL,"Gulab Nagar, Jagadhri, Haryana",Yes (5),2,0,3,0,6,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:17,22
Sachdeva Hospital,"2227, Civil Lines Rd, Sri Nagar Colony, Civil Lines, Gomti Mohalla, Jagadhri, Haryana",Yes (23),13,8,2,0,16,8,4,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:19,22
Santosh Hospital,"Santosh Hospital  Kanhaiya Sahib Chowk, near Govt.School, Harbanspura Colony, Gobind Pura, Yamuna Nagar, Haryana",Yes (16),4,8,4,0,5,9,14,2,Yes,No,Yes,Yes,Yes,2021-05-27 17:20,22
SHARMA HOSPITAL,Near Agarsain Chowk Jagadhri,Yes (2),2,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:18,22
Shree Medical Care Hospital,"359/2, Jain nagar, Jagadhri, Haryana",Yes (8),8,0,0,0,15,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-27 11:20,22
Shureshtha Hospital,Model Colony YNR,Yes (1),0,0,1,0,9,1,2,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:19,22
SP Hospital Jag,S.P Hospital Jag,Yes (6),4,0,2,1,4,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-27 11:15,22
Swami Vivekanand Hospital Yamunanagar,"Swami Vivekanand Hospital,Yamuna Nagar, Haryana",Yes (29),14,10,5,1,20,10,19,1,Yes,No,Yes,Yes,Yes,2021-05-27 11:15,22
Swastik Hospital,"Basant Nagar, Yamuna Nagar, Haryana",Yes (5),3,2,0,0,4,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:21,22
tejli stadium,64 A Tejli,Yes (39),8,31,0,0,20,56,0,0,Yes,No,No,No,Yes,2021-05-27 11:16,22
VARDAAN HOSPITAL,OPP KOHLI HOSPITAL NEAR AGARSEN COLLEGE JAGADHRI,Yes (9),7,2,0,0,8,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-27 11:20,22
