name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Yaduvanshi Hospital,"Maharana Pratap Chowk, Model Town, Rewari, Haryana",Yes (10),7,0,3,2,15,0,5,2,Yes,No,Yes,Yes,No,2021-05-24 11:19,18
"Apex Hospital, Sirsa","Circular Road, Sirsa",Yes (15),12,1,2,0,12,2,4,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-24 17:06,20
"Astha Hospital, Sirsa",Dabwali Road Sirsa,Yes (10),8,0,2,0,15,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-24 08:49,20
CIVIL HOSPITAL SIRSA,"Civil Hospital Road, Sirsa",Yes (14),9,5,0,0,85,14,6,6,Yes,Yes,Yes,Yes,Yes,2021-05-24 08:53,20
"Dayal Nursing Home, Sirsa","Dabwali Road, Sirsa",No (0),0,0,0,0,9,3,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-24 09:17,20
"Gupta Hospital, Sirsa","Dabwali Road, Sirsa Near Easy Day",No (0),0,0,0,0,4,3,5,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-24 16:02,20
"Jagdish Nursing Home, Sirsa","Gandhi Market, Parshuram Chowk, Sirsa",Yes (9),0,4,5,0,0,4,7,1,Yes,No,Yes,Yes,Yes,2021-05-24 17:40,20
"jCD Hospital, Sirsa","JCD Hospital, Barnala Road, Sirsa",Yes (36),7,29,0,0,15,35,0,0,Yes,No,Yes,Yes,Yes,2021-05-24 14:44,20
"Jeevan Jyoti Hospital, Sirsa",Dabwali Road Sirsa,Yes (1),0,1,0,0,7,1,6,3,Yes,No,Yes,Yes,Yes,2021-05-24 09:02,20
"Khurana Hospital, Sirsa",Dabwali Road Sirsa,Yes (8),5,0,3,0,6,0,4,0,Yes,No,Yes,Yes,Yes,2021-05-24 16:14,20
"Lalgarhia Hospital, Sirsa",Dabwali Road Sirsa,No (0),0,0,0,0,13,2,3,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 07:38,20
"Medicare Hospital, Sirsa","Dabwali Road, Sirsa",Yes (4),0,3,1,1,1,6,6,2,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:49,20
"Metro Health Care Hospital, Sirsa","Near Dena Bank, lal Batti Chowk, Sirsa",Yes (4),1,0,3,0,5,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:09,20
"Mittal Hospital, Sirsa","Near Jhunthra Petrol Pump, Dabwali Road Sirsa",Yes (10),8,1,1,0,14,1,4,0,Yes,No,Yes,Yes,Yes,2021-05-24 16:24,20
"New Life Care Hospital, Sirsa","Dabwali Road, Sirsa",Yes (3),3,0,0,0,7,2,3,0,Yes,No,Yes,Yes,Yes,2021-05-24 09:05,20
"Poonia COVID Care Center, Sirsa","Near Ambedkar chowk, opposite Seth tula ram dharamshala, Hisar Road, Sirsa, Haryana 125055",Yes (18),11,7,0,1,14,7,3,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:37,20
"Sanjeevni Hospital, Sirsa (Wing -2, 1 &amp; 2nd Floor)","Under over bridge, hisar road, sirsa",Yes (51),24,27,0,0,45,30,16,6,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:07,20
SDCH Dabwali,"Dabwali, District Sirsa",Yes (15),2,13,0,0,12,13,0,0,Yes,No,Yes,Yes,Yes,2021-05-24 17:46,20
"Shah Satnam Dera Hospital (Wing -2, 2nd floor), Sirsa","Begu Road, Sirsa",Yes (13),4,9,0,0,21,30,14,7,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:08,20
"Shri Baba Tara Hospital &amp; Research Center, Sirsa","Hisar Road, Sirsa",Yes (3),0,3,0,0,15,5,5,3,Yes,No,Yes,Yes,Yes,2021-05-24 16:43,20
"SPS Hospital, Sirsa","Near Sangwan Chowk, Dabwali Road, Sirsa",Yes (1),1,0,0,0,12,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-24 16:35,20
"Suraksha Hospital, Sirsa","Dabwali Rd, opposite Hotel Aroma, Sirsa, Haryana 125055",Yes (4),0,3,1,0,10,3,11,7,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:32,20
"Swastik Hospital, Sirsa","Ambedkar Chowk, Nandan Vatika, Sirsa,",Yes (2),0,2,0,0,5,5,5,1,Yes,No,Yes,Yes,Yes,2021-05-24 17:08,20
"Talwar Nursing Home, Sirsa","Under Over Bridge, Hisar Road, Sirsa",No (0),0,0,0,0,12,2,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 15:34,20
"Tomar Nursing Home, Sirsa","Nandan Vatika, near surkhab Chock, Hathi park, Agrasain Colony, Sirsa, Haryana 125055",Yes (7),5,1,1,0,12,2,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 15:58,20
"Vardan Hospital, Sirsa","Near Lal Batti Chowk, Sirsa",Yes (7),3,3,1,0,9,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-24 15:21,20
Amar Hospotal,Assandh,No (0),0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:41,11
"AMRITDHARA, Chaura Bazar","Near ITI Chowk, Gahoon Vihar, Karnal, Haryana",Yes (4),4,0,0,0,38,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-24 17:41,11
Arpana Hospital,"G.T. Road, Madhuban, Karnal, Karnal, Haryana",Yes (12),12,0,0,0,16,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-24 12:56,11
Arsh Hospital,Opp. Kalpana Chawla Medical College,Yes (15),9,0,6,0,9,0,6,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:39,11
CHC Assandh,"Assandh, Assandh Ruralpart, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 17:37,11
CHC Gharaunda,"Balinagar, Gharaunda, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 17:37,11
CHC Kunjpura,Village Kunjpura,Yes (11),11,0,0,0,11,0,0,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-24 17:38,11
CHC Nissing,"SH 8, Gondar, Nissing, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 17:37,11
CHC Taraori,CHC Taraori,Yes (6),6,0,0,0,6,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 17:37,11
Dr. Gian Bhushan Hospital,"Kunjpura Rd Old Char Chaman Dyal Singh Colony Karnal  132001 Republic of,",Yes (2),2,0,0,0,6,0,5,0,Yes,No,No,No,No,2021-05-24 07:33,11
Ishwar Kirpa Hospital,"Ishwar Kirpa Hospital, Sector -14",Yes (7),7,0,0,0,14,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-24 09:34,11
"Kalpana Chawla Government Medical College, Karnal","Model Town, Karnal, Haryana",Yes (2),1,0,1,0,200,0,80,80,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:40,11
Karnal Nursing Home,"26 Duggal Colony, Karnal",Yes (7),3,0,4,0,8,0,10,0,Yes,No,Yes,Yes,Yes,2021-05-24 16:50,11
Park Hospital karnal,"CHD City, NH-1, Sector 45, Karnal, Haryana",Yes (30),10,0,20,2,10,0,20,2,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-24 17:38,11
Rama Superspeciality Hospital,Civil Hosp Chowk Karnal,No (0),0,0,0,0,8,0,6,0,Yes,No,Yes,Yes,Yes,2021-05-24 05:57,11
RP Welltar Hospital,"Vill. Bastara, District Karnal",Yes (3),0,3,0,1,10,4,4,1,Yes,No,Yes,No,Yes,2021-05-24 09:44,11
Sanidhya Nursing Home,"indri, Karnal",Yes (15),10,0,5,0,10,0,5,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-24 17:39,11
"Sanjiv Bansal Cygnus Hospital , Karnal","Railway Rd, Ibrahim Mandi, Karnal, Haryana",Yes (2),2,0,0,2,20,0,5,2,Yes,Yes,Yes,Yes,Yes,2021-05-24 10:08,11
Sarvodya Hospital Karnal,"Sector 14, Near Tau Devi Lal Chowk",Yes (20),12,0,8,0,12,0,10,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 13:57,11
SDH Nilokheri,SDH Nilokheri,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 17:37,11
Shri Ram Chand Memorial Hospital,"12, Ashoka colony,Opp Kalpana Chawla hospital, Karnal, Haryana",No (0),0,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-24 17:42,11
Shri Sanatan Dharam Mahabir Dal,"Kunjpura Road, Karnal Near Sanatan Dharam Mandir",Yes (8),8,0,0,0,12,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:41,11
SS Hospital,"Sector 14, Karnal",Yes (3),3,0,0,0,7,0,7,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-24 16:07,11
Swastik Hospital,Swastic Hospital Opp DCH,Yes (9),8,0,1,0,10,0,9,0,Yes,No,Yes,Yes,Yes,2021-05-24 18:11,11
Virk Hospital Karnal,"363-364, Randhir lane, near Dyal Singh College, Karnal, Haryana",Yes (14),14,0,0,0,37,0,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:20,11
Advanta Super Speciality Hospital,Near Power House,Yes (7),Beds Over Utilized 5,0,7,0,25,0,14,4,No,No,Yes,Yes,Yes,2021-05-24 16:30,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (13),0,0,13,1,0,0,20,2,Yes,No,No,No,No,2021-05-24 17:27,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 17:16,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (9),3,6,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-24 16:13,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (2),2,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 16:07,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (9),4,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-24 16:07,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-24 16:48,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (6),6,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-24 15:20,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (8),0,8,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-24 17:48,19
"Civil Hospital, Rohtak",Subash Road,Yes (52),24,26,2,3,38,26,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-24 14:24,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,25,5,27,6,Yes,No,No,Yes,Yes,2021-05-24 16:12,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (17),0,0,17,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-24 17:43,19
Joyline Multispeciality,"Surajmal Colony, Sunarian Road, Opposite Birgadier Muktram Statue Rohtak",Yes (15),12,0,3,1,15,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-24 15:49,19
Kainos Hospital,Near Kheri Sadh Village Outer Bye Pass,Yes (26),18,5,3,5,26,10,34,17,Yes,No,Yes,Yes,Yes,2021-05-24 16:04,19
Life Care Hospital,Subash Nagar,Yes (36),22,0,14,5,30,0,20,6,Yes,No,Yes,Yes,Yes,2021-05-24 16:16,19
Maan Hospital,Bhagwan Colony Near Radio Station,Yes (25),14,0,11,3,29,0,16,6,Yes,No,Yes,Yes,Yes,2021-05-24 16:11,19
Mansarover Hospital,Mansarover Colony Near Park,Yes (25),20,0,5,6,20,0,10,7,Yes,No,Yes,Yes,Yes,2021-05-24 16:40,19
Neurocentre Super Speciality Hospital,"Kalawati Bulding, Near Power House Rohtak",Yes (18),4,6,8,Beds Over Utilized 1,4,6,13,2,Yes,No,Yes,Yes,Yes,2021-05-24 15:52,19
Noble Heart Super Speciality Hospital,Near Raj Garden Delhi Bye Pass,Yes (19),18,1,0,2,26,1,7,6,Yes,No,Yes,Yes,Yes,2021-05-24 16:45,19
Oscar Super Speciality Trauma Center,"Medical Moad, Daryao Singh Nagar,",Yes (3),2,1,0,0,23,3,15,2,Yes,No,Yes,No,Yes,2021-05-24 17:20,19
Oxygen Hospital,Islam Pura Daries Hisar Road,Yes (27),14,10,3,2,15,10,5,4,Yes,No,Yes,Yes,Yes,2021-05-24 15:10,19
PGIMS Rohtak,"Pt.Bhagwat Dayal PGIMS, Medical Rd, Rohtak, Haryana",Yes (353),335,0,18,18,451,0,115,115,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:01,19
Positron Hospital,Suncity Sector 35,Yes (23),0,16,7,0,0,16,16,4,Yes,No,Yes,Yes,Yes,2021-05-24 16:33,19
Pragati Hospital,"Sukhpura Chowk, Gohana Road, opp. Ladhot Road Rohtak",Yes (10),7,0,3,1,11,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-24 17:03,19
"Sanghi Nursing Home, Rohtak, Haryana","Chotu Ram Chowk, Civil Road, Arya Nagar, Rohtak, Haryana",Yes (11),7,0,4,4,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:56,19
Shivam Liver &amp; Gastro Super Speciality Hospital,"CIVIL ROAD NEAR SHANT MAI CHOWK, Rohtak, Haryana - 124001, India",Yes (7),4,0,3,0,5,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-24 15:43,19
Sunflag Global Hospital,Bharat Colony Near Sheela Bye Pass,Yes (5),5,0,0,0,20,0,15,5,Yes,No,Yes,Yes,Yes,2021-05-24 16:46,19
Aarti Hospital,"A-628, Near Hanuman Mandir, Dabua Pali Road, NIT Faridabad",Yes (23),5,15,3,0,5,15,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-24 08:15,4
Aastha Hospital,"SCF -2, Ashoka Enclave Main Rd, Sector 35, Faridabad",Yes (13),10,3,0,0,10,4,0,0,Yes,No,To Be Updated,Yes,Yes,2021-05-24 10:01,4
Al-Falah Hospital,"Al Falah university Campus, Dhouj",Yes (71),48,21,2,2,50,25,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-24 16:22,4
Anshu Hospital,"Shiv Colony Sehatpur Road, Palla No. 1, Faridabad",Yes (15),8,7,0,0,10,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-24 19:53,4
Arise Healthcare,"SCO: C 3185, Near Corporation Bank, Green Field Colony, Faridabad",Yes (12),2,6,4,2,2,7,7,2,Yes,Yes,Yes,No,No,2021-05-24 12:54,4
Arsh Hospital,"Opp. Era Redwood Residency, Tigaon Rd, Sector 78, Faridabad,",Yes (50),40,5,5,3,40,5,20,6,Yes,Yes,Yes,Yes,Yes,2021-05-24 10:41,4
Asian Fidelis Multispeciality Hospital,"RPS Savana, RPS City, Sector-88, Faridabad",Yes (47),40,0,7,2,40,0,10,2,Yes,Yes,Yes,Yes,Yes,2021-05-24 15:24,4
Asian Hospital,"Badkal Flyover Road, Sector  21 A Faridabad",Yes (70),60,0,10,6,89,0,40,14,Yes,Yes,Yes,Yes,Yes,2021-05-24 12:58,4
B.K. Hospital Faridabad,B.K. Hospital Faridabad B K Chowk FBD,Yes (77),50,25,2,2,64,25,11,11,Yes,Yes,Yes,Yes,Yes,2021-05-24 12:41,4
Bhavya Kalyani Hospital,"Mohna Road, Near Aanand Bakery, Ballabgarh, Faridabad",Yes (16),5,8,3,0,5,9,3,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-24 12:55,4
Chugh Hospital,"5L-164, K.C. Road N.I.T. Faridabad",Yes (13),4,9,0,0,4,14,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-24 12:07,4
D.M. Hospital,"89-A, NH-5, Railway Road, Near Police Thana, NIT, Faridabad",Yes (21),8,7,6,1,10,10,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-18 10:37,4
Doctor Today Multispecialty Hospital,"5-C/2,B.P., Railway Road,, Near Bankey Bihari Mandir,, next to IDBI Bank, Faridabad",Yes (31),30,Beds Over Utilized 1,1,2,35,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-24 10:54,4
Dr. Harish Hospital,"701, Sector 8, YMCA Road, Faridabad",Yes (6),5,0,1,0,5,0,2,0,Yes,No,Yes,Yes,Yes,2021-05-24 10:09,4
Durga Multispeciality Hospital,"Shri Bankey Bihari Mandir Complex, Neelam-Railway Road, NIT 5, Faridabad",Yes (30),22,0,8,0,22,0,8,0,No,No,No,No,No,2021-05-24 12:22,4
"ESIC Medical College, Faridabad","NH-3, NIT Behind BK Hospital, Haryana",Yes (435),85,350,0,0,150,350,80,50,Yes,Yes,Yes,Yes,Yes,2021-05-24 09:23,4
