name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
PHC PURKHAS,"Purkhas, Haryana 131102",Yes (30),0,30,0,0,0,30,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-06 21:23,21
"SANJIVNI HOSPITAL, SONIPAT","Mehlana Rd, Malviya Nagar, Sonipat, Haryana 131304",Yes (12),12,0,0,0,15,0,0,1,Yes,No,Yes,Yes,Yes,2021-05-08 01:04,21
SAXSENA HOSPITAL,"112/113, T.P. Scheme, Delhi Rd, Sonipat, Haryana 131304",No (0),0,0,0,0,16,0,6,0,Yes,No,Yes,Yes,Yes,2021-05-10 11:19,21
SDH GOHANA,"Devi Nagar, Uttam Nagar, Gohana, Haryana 131301",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-07 22:41,21
SITA HOSPITAL SONIPAT,"Railway Rd, Ganaur, Haryana 131101",Yes (1),1,0,0,0,20,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-09 13:52,21
SUNHERI DEVI HOSPITAL,"Mission Rd, Dev Nagar, Sonipat, Haryana 131001",No (0),0,0,0,0,16,0,4,0,Yes,No,Yes,Yes,Yes,2021-05-10 11:08,21
TULIP HOSPITAL,"T. P. Scheme, no.15, Delhi Rd, Vivekanand chowk, Sonipat, Haryana 131001",No (0),0,0,0,0,12,0,8,2,Yes,No,Yes,Yes,Yes,2021-05-09 19:13,21
Anchal Multispeciality Hospital,"Anchal Multi speciality Hospital, Krishna Colony, Bhiwani, Haryana 127027",Yes (3),2,0,1,0,21,0,8,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:37,2
Ch. Bansilal Govt Hospital,"Bansi Lal General Hospital, Ghanta Ghar Chowk, SH 17, Krishna Colony, Bhiwani, Haryana 127021",Yes (65),17,48,0,1,109,75,42,9,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:38,2
Chugh Hospital,"Meham Gate, Circular Road, Bhiwani",No (0),0,0,0,0,17,3,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:45,2
ESI Hospital Bhiwani,"Stadium Rd, Housing Board Colony, Bhiwani, Haryana 127021",Yes (40),0,40,0,0,0,40,0,0,No,No,Yes,Yes,Yes,2021-05-10 10:38,2
Ganpatrai Hospital,"SH 17, Bank Colony, Bound Kalan, Krishna Colony, Bhiwani, Haryana 127021",Yes (9),4,3,2,1,4,4,2,1,Yes,No,Yes,Yes,Yes,2021-05-10 10:39,2
Jangra Multispecilaity Hospital,"Bank Colony, Old Bharat Nagar, Bhiwani, Haryana 127021",Yes (3),0,3,0,0,5,5,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:39,2
Kadam Hospital,"Bank Colony Near New Bus Stand, Bhiwani",No (0),0,0,0,0,11,0,31,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:45,2
Krishan Lal Jalan Hospital,"Jalan Nagar, M.C.Colony, Bhiwani, Haryana 127021",Yes (40),20,20,0,0,20,20,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:39,2
Life Line Hospital,"Circular Rd, M.C.Colony, Bhiwani, Haryana 127021",Yes (11),2,0,9,1,18,2,9,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:39,2
RPS HOSPITAL,,Yes (16),1,12,3,0,4,16,4,0,Yes,No,Yes,Yes,Yes,2021-05-10 10:40,2
Shree Ganesha Hospital,"Dadri Gate, Bhiwani",Yes (23),2,20,1,1,6,21,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:45,2
SMSG Multispeciality Hospital,"Rohtak Gate, Bhiwani",Yes (28),2,17,9,2,2,17,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:44,2
Spes Hospital,"Circular Rd, Bound Kalan, M.C.Colony, Bhiwani, Haryana 127021",Yes (1),0,0,1,0,0,0,12,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:42,2
"AAROGYAM HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (16),13,0,3,7,40,12,15,27,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:13,12
"ADESH MEDICAL COLLEGE, SHAHBAD MOHRI KURUKSHETRA.","VILL. MOHRI, SHAHBAD, KURUSHETRA",Yes (101),29,70,2,2,30,70,5,11,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:15,12
"AGGARSAIN HOSPITAL, Kurukshetra","SECTOR-7, KURUKSHETRA.",Yes (10),10,0,0,1,10,0,0,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:14,12
AGGARWAL NURSING HOME,"SALARPUR ROAD, THANESAR, KURUKSHETRA.",Yes (6),3,0,3,0,20,7,3,7,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:13,12
B.S. HEART CARE,"OPP. NEW BUS STAND, KURUKSHETRA.",Yes (16),16,0,0,13,18,0,8,20,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:12,12
"CYGNUS HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",Yes (8),4,4,0,2,7,4,1,4,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:14,12
KURUKSHETRA NURSING HOME,,Yes (13),12,0,1,1,18,0,1,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:15,12
LNJP CIVIL HOSPITAL.,LNJP HOSPITAL KURUKSHETRA.,Yes (50),50,0,0,0,100,0,0,0,Yes,Yes,Yes,Yes,To Be Updated,2021-05-10 12:13,12
MIRI PIRI SHAHBAD,"SHAHBAD, KURUKSHETRA",Yes (9),7,0,2,0,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:14,12
Nirogi Hospital,Shahabad Kurukshetra,Yes (3),1,2,0,3,5,2,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:15,12
Saraswati Mission Hospital,"Ambala Road Dist. Kurukshetra, Pehowa, Haryana 136128",Yes (4),2,0,2,1,20,0,2,5,Yes,No,Yes,Yes,Yes,2021-05-10 12:12,12
"SIDHARTH HOSPITAL, SHAHBAD","SHAHBAD, KURUKSHETRA",Yes (12),5,4,3,1,8,4,4,3,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-10 12:15,12
"SIMSS, Kurukshetra",,Yes (6),6,0,0,3,6,0,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-10 12:15,12
VERMA HOSPITAL,LADWA,Yes (5),3,0,2,0,9,2,2,2,Yes,No,Yes,Yes,Yes,2021-05-10 12:14,12
"Ayurvedic Medical College, Patikara","Village- Ptikra, Narnaul",Yes (172),51,121,0,0,75,125,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:17,13
CHC ATELI,CHC Ateli,Yes (15),5,10,0,0,5,10,0,0,No,Yes,Yes,Yes,Yes,2021-05-10 09:17,13
CHC Kanina,CHC Kanina,Yes (37),8,29,0,0,20,30,0,0,No,No,Yes,Yes,Yes,2021-05-10 10:27,13
CHC Nangal Chaudhary,chc nangal choudhary,Yes (15),5,10,0,0,5,10,0,0,No,Yes,To Be Updated,Yes,Yes,2021-05-10 09:18,13
CHC Sehlang,CHC SEHLANG,Yes (15),5,10,0,0,5,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:18,13
Civil Hospital Narnaul,"Housing Board, Narnaul",Yes (2),2,0,0,2,25,0,0,7,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:16,13
Jaipur Heart &amp; Multi Speciality Hospital,"Opp. Sadar Thana, Narnaul",No (0),0,0,0,1,6,0,6,3,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:21,13
LAXMI NARAYANAN,"Laxmi Narayanan Hospital , Narnaul Road Mahendergarh",No (0),0,0,0,0,6,0,5,1,Yes,No,Yes,Yes,Yes,2021-05-10 10:29,13
Rainbow Multispecialty hospital and trauma Centre,"Singhana road, Narnaul",Yes (3),0,3,0,0,2,3,8,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 08:48,13
Sammat Memorial Hospital,"Sastri colony, near bus stand, mahendergarh",Yes (8),4,4,0,2,10,6,5,2,Yes,No,Yes,Yes,Yes,2021-05-10 09:06,13
Sanwedna Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (6),6,0,0,1,11,0,10,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:24,13
SDH Mahendergarh,SDH Mahendergarh,Yes (12),12,0,0,0,20,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:16,13
Shanti Hospital Narnaul,Shanti Hospital Narnaul,Yes (2),2,0,0,1,9,0,9,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:27,13
Sheela Multi Superspeciality Hospital,Behind Bus Stand Mahindergarh,No (0),0,0,0,1,6,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-10 10:30,13
Shri Arvind Heart and Multispecialty Hospital,"Rao Tula Ram Chowk, Dadri Road Mahendergarh",Yes (6),0,5,1,0,6,5,6,3,Yes,Yes,Yes,Yes,Yes,2021-05-10 10:28,13
Vijay Hospital Narnaul,"HUDA Sector 1, Narnaul",No (0),0,0,0,1,8,0,17,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:16,13
Aashirwad Hospital,101 Devi Murti Colony Panipat,Yes (1),1,0,0,1,2,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-10 09:40,17
Aayushmaan Bhav Hospital,"GT Road Sewah, Near Police Line Panipat",No (0),0,0,0,0,5,4,6,2,Yes,No,Yes,Yes,Yes,2021-05-10 09:34,17
APEX HOSPITAL &amp; TRAUMA CENTRE,SANOLI ROAD BABAIL NAKA,Yes (1),1,0,0,0,9,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-10 09:37,17
CHC Dadlana,"VPO Dadlana, Panipat",Yes (8),0,8,0,0,0,8,0,0,No,No,No,No,Yes,2021-05-10 09:32,17
CHC Khotpura,VPO Khotpura Panipat,Yes (9),0,9,0,0,0,9,0,0,No,No,No,No,No,2021-05-10 09:32,17
Chhabra Hospital,A-1 Narain Singh Park,Yes (2),0,0,2,1,6,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:41,17
Civil Hospital panipat,Civil Hospital GT Road Panipat,Yes (12),0,12,0,0,74,20,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-10 09:35,17
Cygnus Hospital,Cygnus Hospital Near Devi Mndir Panipat,No (0),0,0,0,0,12,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-10 09:35,17
GALAXY HOSPITAL,ASSAND ROAD PANIPAT,No (0),0,0,0,0,7,0,8,2,Yes,No,Yes,Yes,Yes,2021-05-10 10:00,17
