name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),0,6,4,0,0,6,4,0,Yes,No,Yes,Yes,Yes,2021-05-19 09:42,15
VASHU HOSPITAL,,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:41,15
Civil Hospital Fatehabad,Near Bus Stand Fatehabad,Yes (7),6,0,1,0,20,0,26,6,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:13,5
Civil Hospital Ratia,"Dera Surjanhar, Ratia, Fatehabad",No (0),0,0,0,0,5,0,13,3,Yes,No,No,No,Yes,2021-05-18 11:52,5
"Civil Hospital, Tohana",Opposite New Sabzi Mandi Tohana,Yes (3),0,3,0,0,10,3,14,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:13,5
Community Health Center Bhattu,"Surya Nagar, Bhattu Mandi near Railway Station",Yes (1),0,1,0,0,4,2,6,0,Yes,No,Yes,No,Yes,2021-05-18 14:38,5
Community Health Center Bhuna,CHC Bhuna,Yes (16),3,13,0,0,16,14,0,0,Yes,No,Yes,No,Yes,2021-05-19 09:55,5
Community Health Center JAKHAL,Near SBI Bank Jakhal,Yes (2),2,0,0,0,6,0,6,0,Yes,No,Yes,No,Yes,2021-05-19 07:19,5
"Gupta Children Hospital, Ratia","Aggarwal Colony, Ratia",Yes (7),5,0,2,0,6,8,2,1,Yes,No,Yes,Yes,No,2021-05-18 12:51,5
Kaushal Hospital,"Near Harvinder Singh Petrol Pump, Hisar Road, Fatehabad",Yes (29),6,18,5,3,18,18,6,4,No,No,Yes,Yes,Yes,2021-05-18 12:52,5
"Manav Sewa Sangam Hospital, Tohana",Near Truck Union,Yes (3),3,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 11:11,5
Miglani Hospital,"Employees Colony, Ratia,",Yes (5),5,0,0,0,15,2,7,7,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:28,5
Rajasthan Medical Centre (RMC) Hospital Tohana,Kenchi Chowk Tohana,Yes (3),3,0,0,0,11,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-19 09:17,5
Sadhbhawdna Hospital Fatehabad,Near Court Complex Hisar Road Fatehabad,Yes (15),0,15,0,0,15,20,15,5,Yes,No,Yes,Yes,Yes,2021-05-19 07:54,5
Sanjeevani Hospital Fatehabad,"Goshala Road, near Ashirbad Pelace",Yes (6),3,0,3,3,6,0,4,3,No,No,No,Yes,No,2021-05-18 12:52,5
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",No (0),0,0,0,0,0,6,12,2,Yes,No,Yes,Yes,Yes,2021-05-18 09:41,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (9),4,5,0,0,5,8,0,0,No,No,Yes,Yes,Yes,2021-05-19 10:58,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (3),1,0,2,0,1,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-19 07:40,5
ANUJ HOSPITAL SAFIDON,safidon panipat road,Yes (28),2,18,8,0,2,18,10,0,Yes,No,Yes,Yes,Yes,2021-05-19 08:18,9
Balaji Hospital Jind,Rohtak Road Jind,Yes (7),0,7,0,0,32,16,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 08:29,9
CHC Alewa,"Alewa 2 Sub Health Centre, Alewa Chc Alewa, Alewa, Jind",Yes (15),15,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 08:25,9
CHC Julana,Julana,Yes (18),12,6,0,0,20,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 08:23,9
District Civil Hospital Jind (NEW+OLD),Hosptial,No (0),0,0,0,4,150,0,20,12,Yes,Yes,Yes,Yes,Yes,2021-05-19 08:27,9
Gangaputra Ayurvedic Medical College Jind,Kandela,Yes (85),45,15,25,3,60,15,25,3,Yes,No,Yes,Yes,Yes,2021-05-19 08:32,9
JIND HEART HOSPITAL,GOHANA BYPASS ROHTAK ROAD JIND,Yes (7),6,0,1,0,12,0,5,1,Yes,No,No,No,No,2021-05-19 10:53,9
Malik Hospital,Rohtak Road Jind,Yes (2),2,0,0,3,4,0,4,3,Yes,No,Yes,Yes,Yes,2021-05-19 08:40,9
Meenakashi Jain Hospital,Near Bus Stand,Yes (3),0,2,1,1,15,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-19 08:16,9
Sarvodhya Hospital Jind,Jind,Yes (14),14,0,0,2,20,0,0,2,Yes,No,Yes,No,No,2021-05-19 08:26,9
SDH Narwana,Narwana,Yes (14),2,12,0,0,20,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 08:11,9
SDH Safidon,Safidon,Yes (26),13,13,0,0,20,14,0,0,Yes,No,Yes,No,Yes,2021-05-19 08:28,9
SDH UCHANA,Uchana,Yes (52),19,33,0,0,20,35,0,0,Yes,No,No,No,Yes,2021-05-19 09:13,9
Shri Gyani Ram Mamorial Hospital,Safidon,Yes (16),9,5,2,0,10,5,10,0,Yes,No,Yes,Yes,Yes,2021-05-19 09:05,9
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (5),0,5,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-19 09:01,7
Bharat Multispeciality Hospital,Hisar,No (0),0,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-19 10:55,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:40,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (129),129,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 20:35,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (5),0,0,5,0,5,2,30,5,No,No,No,No,No,2021-05-19 07:48,7
District Civil Hospital Hisar,Sirsa Road Hisar,No (0),Beds Over Utilized 7,0,0,0,72,0,3,5,Yes,Yes,Yes,No,Yes,2021-05-19 08:54,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (2),2,0,0,0,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-19 07:47,7
Geetanjali Hospital,Model Town Hisar,No (0),0,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:45,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",Yes (1),Beds Over Utilized 2,1,Beds Over Utilized 1,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-19 07:49,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (19),19,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-19 09:09,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (1),0,1,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-19 10:00,7
Holy Help Hospital,Tosham Road Hisar,Yes (6),0,6,0,0,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-19 10:51,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (4),0,1,3,2,0,1,4,2,Yes,No,Yes,Yes,Yes,2021-05-19 11:30,7
Mahatma Gandhi Hospital,,Yes (10),0,10,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:47,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:40,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-19 07:44,7
Military Hospital Hisar,Cantt Hisar,No (0),0,0,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-19 07:47,7
Noble Super Specialty Hospital,Hisar,Yes (4),4,0,0,0,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-19 10:42,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (4),0,4,0,0,102,4,48,36,Yes,No,Yes,Yes,Yes,2021-05-19 07:50,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (12),0,6,6,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-19 07:49,7
Parnami Hospital,Hisar,Yes (5),0,5,0,0,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:44,7
Ravindra Hospital Hisar,Model Town HISAR,Yes (4),4,0,0,0,19,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-19 07:46,7
Sapra Hospital,Rajgarh Road Hisar,Yes (19),16,3,0,0,35,3,8,10,Yes,No,Yes,Yes,Yes,2021-05-18 12:58,7
"Sarvodya Hospital, Hisar",Delhi Road Hisar,No (0),0,0,0,0,24,7,1,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:53,7
Sewak Sabha Hospital,Near Bus Stand Hisar,Yes (3),0,3,0,0,16,3,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:40,7
Shanti Devi Hospital,Delhi Road Hisar,Yes (2),2,0,0,0,26,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-19 07:44,7
Shri Kali Devi Hospital Hansi,Delhi Road Hansi,Yes (13),8,0,5,0,8,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-19 07:43,7
SINGLA MULTISPECIALITY HOSPITAL,"RISHI NAGAR, GALI NO. 1, NEAR BUS STAND, HISAR",No (0),0,0,0,0,17,0,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:50,7
SL Minda Hospital,VPO Bagla,Yes (4),2,0,2,2,6,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-19 10:31,7
Sonakshi Children Hospital Hansi,"G T Road, Near Kali Devi Mandir, Opp Bhalla Patrol Pump, Hansi",Yes (3),3,0,0,0,9,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-19 11:04,7
Sukhda Multispeciality Hospital,Dabra Chowk Hisar,Yes (7),3,0,4,0,46,4,18,6,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:53,7
Vardaan Hospital Hisar,Hisar,Yes (7),6,1,0,0,9,1,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:41,7
Apollo Rewari/Family Health Edge Hospital,"Garhi Bolni Rd, near Public Health Office, krishna Nagar, Rewari, Haryana",Yes (5),5,0,0,0,9,3,0,0,Yes,No,Yes,Yes,Yes,2021-05-16 17:00,18
Capt. Nand Lal Hospital,"Circular Road near Government Girls Senior Secondary School naiwali, chowk, Rewari",Yes (20),6,10,4,1,11,10,8,1,Yes,No,Yes,Yes,Yes,2021-05-15 23:54,18
Civil Hospital rewari,"Kayasthwara Mohalla, Rewari, Haryana",Yes (26),10,16,0,0,40,16,8,4,Yes,Yes,Yes,Yes,Yes,2021-05-19 08:31,18
Cygnus Hospital Rewari,"Opposite Civil Hospital Mohola, Sanghi Ka Bass, Rewari, Haryana",Yes (3),Beds Over Utilized 7,Beds Over Utilized 1,3,0,15,0,9,2,Yes,No,Yes,No,Yes,2021-05-19 10:23,18
Devjyoti Hospital,"Ambedkar chowk, near Bus Stand, Rewari, Haryana",Yes (1),1,0,0,Beds Over Utilized 1,7,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-19 09:27,18
Dr. K.K. NAGAR HOSPITAL,"317, Near Shishu Shala School, Model Town, Rewari, Haryana",Yes (5),3,0,2,1,3,0,10,1,Yes,No,Yes,Yes,Yes,2021-05-19 09:24,18
Dr. Vijay Pal Yadav Hospital,"Near Ambedker chowk, Rewari",Yes (3),1,1,1,0,3,3,4,0,Yes,No,Yes,Yes,Yes,2021-05-17 12:21,18
Kamla Nursing Home/Kalawati Hospital,"201, Model Town, Rewari, Near Bus Stand, Opposite Bal Bhawan, Shivam Chowk",No (0),Beds Over Utilized 10,0,Beds Over Utilized 2,3,5,0,5,6,Yes,No,Yes,Yes,Yes,2021-05-15 21:28,18
Katyal Hospital,"Katyal Hospital, KANOD GATE, CIRCULAR ROAD, Rewari, Haryana, India",Yes (5),3,1,1,0,12,6,10,1,Yes,No,Yes,Yes,Yes,2021-05-18 11:38,18
Maars Hospital,"Garhi Bolni Rd, near PWD Office, Sector 19, Rewari, Haryana",No (0),0,0,0,0,11,0,0,0,Yes,No,Yes,Yes,No,2021-05-19 09:06,18
Matrika Hospital,"Matrika Hospital, Ranbir Singh Huda Chowk, Bawal-Rewari Rd, Rewari, Haryana",Yes (2),2,0,0,1,16,0,14,3,Yes,No,No,Yes,Yes,2021-05-16 14:41,18
Mediom Hospital/Medcare Hospital,"Sohna Rd, near Municipal Corporation, Dharuhera, Haryana",Yes (4),3,Beds Over Utilized 1,1,0,8,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-09 16:14,18
Om Hospital,"Om Hospital, Nandrampur Bass Rd, Dharuhera, Haryana",Yes (16),7,4,5,0,12,4,8,0,Yes,No,Yes,Yes,Yes,2021-05-15 12:10,18
Pushpanjli Hospital Rewari,"Rajesh Pilot Chowk, Rewari, Haryana",No (0),0,0,0,0,25,10,10,3,No,No,Yes,Yes,Yes,2021-05-13 20:04,18
R. B. Yadav Hospital,"Dr. R B Yadav Hospital, Circular Rd Jainpuri, Kayasthwara Mohalla, Rewari, Haryana",Yes (12),7,5,0,2,8,6,8,2,Yes,No,Yes,Yes,Yes,2021-05-19 09:43,18
Samrat Hospital,Near Azad Chowk Rewari,Yes (8),5,0,3,1,5,0,10,1,Yes,No,Yes,Yes,Yes,2021-05-17 17:14,18
SDH Kosli,"Kosli, Rewari, Haryana",Yes (25),0,25,0,0,20,25,0,0,Yes,No,No,No,No,2021-05-19 08:15,18
Shanti Yadav Hospital,"Bawal-Rewari Rd Model Town, Rewari, Haryana",Yes (15),6,9,0,0,19,10,4,0,Yes,No,Yes,No,No,2021-05-18 09:39,18
Shri Ashwani Sexena Hospital,"343-L, Model town Rewari",Yes (8),5,3,0,0,7,3,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 09:00,18
SMCC Hospital,"Sector 5 Rewari, Haryana",Yes (5),2,0,3,0,2,0,11,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:54,18
"Sushma Devi Hospital, Bawal","Rewari Road, Bawal, Rewari, Near Power House & Bharat Petrol Pump",Yes (13),6,7,0,0,9,9,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 09:59,18
Vedanta Hospital,"Circulare Road, Near Nirankari Satsang Bhavan Dharuhera, Chungi, Rewari, Haryana",No (0),Beds Over Utilized 11,Beds Over Utilized 4,0,Beds Over Utilized 4,13,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-10 17:25,18
Virat Hospital,"Circular Rd, Near Oriental Bank of Commerce, Madhu Vihar, Rewari, Haryana",No (0),Beds Over Utilized 5,Beds Over Utilized 2,0,Beds Over Utilized 1,33,0,27,2,Yes,No,Yes,Yes,Yes,2021-05-19 08:58,18
Yaduvanshi Hospital,"Maharana Pratap Chowk, Model Town, Rewari, Haryana",Yes (8),8,0,0,0,15,0,4,0,Yes,No,Yes,Yes,No,2021-05-19 09:49,18
DCHC Barara,,Yes (41),41,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:58,1
DCHC Mullana,,Yes (27),27,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:58,1
District Civil Hospital,Ambala City,Yes (43),34,0,9,7,116,0,23,11,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:55,1
District Civil Hospital Ambala Cantt,Ambala Cantt,Yes (4),0,0,4,3,80,0,13,7,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:55,1
Guardian Hospital,AMBALA JAGADHARI ROAD AMBALA CANTT,Yes (5),4,1,0,2,15,3,2,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:57,1
Ishwar Hospital,,Yes (5),5,0,0,0,16,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:58,1
Kuldeep Hospital,,Yes (2),1,0,1,0,8,0,2,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:58,1
Mehndiratta Hospital,"#106, manali house, near central jail,  ambala city",Yes (10),10,0,0,0,25,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-19 09:57,1
Military Hospital,Ambala Cantonment,Yes (65),5,60,0,1,60,85,0,15,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:55,1
MM Medical College Pvt,MMIMSR Mullana Ambala,Yes (131),68,63,0,0,116,70,14,10,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:55,1
MMU Mullana,Mullana,No (0),0,0,0,0,0,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-17 19:46,1
Park Healing Touch Hospital,"Sultanpur Chowk, Nr Dhulkot Barrier, Ambala Chandigarh Expy. Ambala",No (0),0,0,0,0,30,0,10,10,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:56,1
Philedelphia mission Hospital pvt,"Mission Compound, Ambala City",Yes (24),23,0,1,2,92,0,6,2,Yes,No,Yes,Yes,Yes,2021-05-19 09:53,1
Railways Hospital,"Railway Hospital, railway colony,  Ambala Cantt",Yes (3),3,0,0,0,30,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-19 09:56,1
Rotary Hospital Ambala cantt Pvt,"Rambagh road, Opp Dusshera ground, Ambala Cantt",Yes (4),4,0,0,0,15,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-19 09:54,1
Sant Hospital,,Yes (1),1,0,0,0,10,0,2,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:57,1
SDH Naraingarh,,Yes (37),37,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:56,1
Yafe Indoor Hospital,,Yes (4),2,2,0,0,9,6,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 09:59,1
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (3),1,0,2,0,42,0,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:56,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",Yes (6),6,0,0,0,54,0,13,4,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:57,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (28),10,18,0,0,140,31,64,6,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:09,16
JN Shory Hospital,Pinjore,Yes (4),0,4,0,0,18,6,0,0,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-19 10:03,16
Kare Partners Hospital,"Sector 2, Panchkula",Yes (9),9,0,0,0,13,0,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-19 10:00,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (24),24,0,0,2,67,10,23,12,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:55,16
Wings Hospital,Sector 25 Panchkula,Yes (21),6,11,4,0,15,11,5,0,To Be Updated,To Be Updated,To Be Updated,Yes,Yes,2021-05-19 09:58,16
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (23),18,0,5,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-19 09:09,10
District Civil Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (9),0,9,0,1,80,27,8,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 08:55,10
SDH Guhla,SDH Guhla,Yes (68),23,40,5,5,24,41,5,5,Yes,No,Yes,No,Yes,2021-05-19 10:13,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (17),7,8,2,4,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-19 10:38,10
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (6),5,1,0,0,37,13,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-18 12:54,3
Jaihind Hospital,Charkhi Dadri,Yes (1),0,1,0,0,6,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-18 12:58,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (36),26,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-18 12:55,3
Oscar Hospital,Charkhi Dadri,Yes (6),0,0,6,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 12:56,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",No (0),0,0,0,0,10,2,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-18 12:59,3
Sunflag Hospital,Charkhi Dadri,No (0),0,0,0,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 12:57,3
"Ayurvedic Medical College, Patikra",HUDA Sec. 1 Narnaul,Yes (178),20,158,0,0,40,160,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:26,13
CHC ATELI,CHC ATELI,Yes (7),2,5,0,0,15,5,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:14,13
CHC Kanina,Kanina,Yes (10),Beds Over Utilized 2,10,0,0,13,12,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 10:47,13
CHC Nangal Chaudhary,chc nangal choudhary,Yes (10),5,5,0,0,5,5,0,0,No,Yes,Yes,Yes,Yes,2021-05-19 09:48,13
CHC Sehlang,CHC SEHLANG,Yes (9),5,4,0,0,5,4,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:21,13
Civil Hospital Narnaul,"Housing Board, Narnaul",Yes (11),11,0,0,3,80,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:22,13
Jaipur Heart &amp; Multi Speciality Hospital,"Opp. Sadar Thana, Narnaul",No (0),0,0,0,0,6,3,4,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:34,13
LAXMI NARAYANAN,"Laxmi Narayanan Hospital , Narnaul Road Mahendergarh",No (0),0,0,0,1,6,0,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:17,13
Nihal Hospital Kanina,Kanina Main Bus Stand,Yes (14),13,0,1,1,13,0,1,1,Yes,Yes,Yes,Yes,Yes,2021-05-18 10:52,13
Rainbow Multispecialty hospital and trauma Centre,"Singhana road, Narnaul",Yes (1),1,0,0,1,4,3,6,2,Yes,No,Yes,Yes,Yes,2021-05-19 11:11,13
Sammat Memorial Hospital,"Sastri colony, near bus stand, mahendergarh",No (0),0,0,0,2,10,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-19 10:38,13
Sanwedna Hospital Narnaul,"HUDA Sector 1, Narnaul",Yes (9),9,0,0,0,25,0,9,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:55,13
SDH Mahendergarh,SDH Mahendergarh,Yes (18),14,0,4,1,20,0,5,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:35,13
Shanti Hospital Narnaul,Shanti Hospital Narnaul,Yes (14),6,7,1,0,9,7,7,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:35,13
Sheela Multi Superspeciality Hospital,Behind Bus Stand Mahindergarh,No (0),0,0,0,0,6,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-19 09:41,13
Shri Arvind Heart and Multispecialty Hospital,"Rao Tula Ram Chowk, Dadri Road Mahendergarh",Yes (14),9,5,Beds Over Utilized 2,3,9,5,3,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:00,13
Vijay Hospital Narnaul,"HUDA Sector 1, Narnaul",No (0),0,0,0,0,8,0,15,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 08:24,13
AAROGYA MULTI-SPECIALITY HOSPITAL Gurugam,"Hayatpur, Pataudi Road, Sec-94, Gurugram-122505 (HR)",Yes (6),3,0,3,0,4,0,4,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 12:28,6
