name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (2),2,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-10 17:14,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (8),3,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:31,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-08 12:03,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (5),0,5,0,0,2,8,0,0,Yes,No,Yes,No,Yes,2021-05-11 10:14,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (10),0,10,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-11 17:20,19
"Civil Hospital, Rohtak",Subash Road,Yes (36),3,33,0,0,31,33,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-11 15:14,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,54,6,18,6,No,No,No,Yes,Yes,2021-05-11 13:27,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (5),0,0,5,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-11 08:40,19
Kainos Hospital,Near Kheri Sadh Village Outer Bye Pass,No (0),0,0,0,0,26,10,34,17,Yes,No,Yes,Yes,Yes,2021-05-11 16:06,19
Life Care Hospital,Subash Nagar,Yes (7),7,0,Beds Over Utilized 4,4,30,0,14,6,No,No,Yes,Yes,Yes,2021-05-11 09:06,19
Maan Hospital,Bhagwan Colony Near Radio Station,Yes (7),7,0,0,0,29,0,16,6,Yes,No,Yes,Yes,Yes,2021-05-11 16:45,19
Mansarover Hospital,Mansarover Colony Near Park,No (0),0,0,0,0,20,0,10,7,Yes,Yes,Yes,Yes,Yes,2021-05-10 18:07,19
Neurocentre Super Speciality Hospital,"Kalawati Bulding, Near Power House Rohtak",Yes (5),0,5,0,0,4,6,13,2,Yes,No,Yes,Yes,Yes,2021-05-11 16:30,19
Noble Heart Super Speciality Hospital,Near Raj Garden Delhi Bye Pass,No (0),0,0,0,0,27,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-11 15:34,19
Oscar Super Speciality Trauma Center,"Medical Moad, Daryao Singh Nagar,",Yes (1),0,1,0,0,23,3,15,2,Yes,No,Yes,Yes,Yes,2021-05-11 17:13,19
Oxygen Hospital,Islam Pura Daries Hisar Road,No (0),Beds Over Utilized 2,Beds Over Utilized 1,0,0,13,6,5,3,Yes,No,Yes,No,Yes,2021-05-11 17:09,19
PGIMS Rohtak,"Pt.Bhagwat Dayal PGIMS, Medical Rd, Rohtak, Haryana",Yes (50),50,0,0,2,289,0,112,112,Yes,Yes,Yes,Yes,Yes,2021-05-11 11:16,19
Positron Hospital,Suncity Sector 35,Yes (19),13,0,6,0,16,0,16,4,Yes,No,Yes,Yes,Yes,2021-05-11 16:26,19
Pragati Hospital,"Sukhpura Chowk, Gohana Road, opp. Ladhot Road Rohtak",Yes (3),2,0,1,1,11,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-11 10:43,19
"Sanghi Nursing Home, Rohtak, Haryana","Chotu Ram Chowk, Civil Road, Arya Nagar, Rohtak, Haryana",No (0),0,0,0,4,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-11 15:52,19
Shivam Liver &amp; Gastro Super Speciality Hospital,"CIVIL ROAD NEAR SHANT MAI CHOWK, Rohtak, Haryana - 124001, India",Yes (2),2,0,Beds Over Utilized 2,0,3,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-11 17:03,19
Sunflag Global Hospital,Bharat Colony Near Sheela Bye Pass,Yes (5),0,0,5,0,32,0,12,5,Yes,No,Yes,Yes,No,2021-05-11 17:35,19
"AMRITDHARA, Chaura Bazar","Near ITI Chowk, Gahoon Vihar, Karnal, Haryana",Yes (4),4,0,0,0,38,0,26,2,Yes,No,Yes,Yes,Yes,2021-05-11 12:04,11
Arpana Hospital,"G.T. Road, Madhuban, Karnal, Karnal, Haryana",Yes (5),5,0,0,1,16,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-11 16:03,11
CHC Assandh,"Assandh, Assandh Ruralpart, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:31,11
CHC Gharaunda,"Balinagar, Gharaunda, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:31,11
CHC Nissing,"SH 8, Gondar, Nissing, Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:31,11
CHC Taraori,CHC Taraori,Yes (6),6,0,0,0,6,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:32,11
Dr. Gian Bhushan Hospital,"Kunjpura Rd Old Char Chaman Dyal Singh Colony Karnal  132001 Republic of,",Yes (1),1,0,0,0,6,0,5,0,Yes,No,No,No,No,2021-05-11 07:35,11
Ishwar Kirpa Hospital,"Ishwar Kirpa Hospital, Sector -14",No (0),0,0,0,0,14,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-11 17:19,11
"Kalpana Chawla Government Medical College, Karnal","Model Town, Karnal, Haryana",Yes (2),1,0,1,0,200,0,80,80,Yes,Yes,Yes,Yes,Yes,2021-05-11 09:43,11
Karnal Nursing Home,"26 Duggal Colony, Karnal",Yes (1),1,0,0,0,8,0,10,0,Yes,No,Yes,Yes,Yes,2021-05-11 16:03,11
Park Hospital,"CHD City, NH-1, Sector 45, Karnal, Haryana",No (0),Beds Over Utilized 6,0,Beds Over Utilized 4,0,10,0,20,2,Yes,Yes,Yes,Yes,Yes,2021-05-11 09:39,11
Rama Superspeciality Hospital,Civil Hosp Chowk Karnal,No (0),0,0,0,0,8,0,6,0,Yes,No,Yes,Yes,Yes,2021-05-11 13:37,11
RP Welltar Hospital,"Vill. Bastara, District Karnal",Yes (4),0,4,0,0,10,4,4,1,Yes,No,Yes,Yes,Yes,2021-05-11 09:13,11
"Sanjiv Bansal Cygnus Hospital , Karnal","Railway Rd, Ibrahim Mandi, Karnal, Haryana",No (0),0,0,0,0,20,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-11 09:54,11
Sarvodya Hospital,"Sector 14, Near Tau Devi Lal Chowk",Yes (2),1,0,1,0,12,0,10,0,Yes,Yes,Yes,Yes,Yes,2021-05-11 08:51,11
SDH Nilokheri,SDH Nilokheri,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 15:31,11
Shri Ram Chand Memorial Hospital,"12, Ashoka colony,Opp Kalpana Chawla hospital, Karnal, Haryana",No (0),0,0,0,0,8,0,7,3,Yes,No,Yes,Yes,Yes,2021-05-11 10:34,11
Shri Sanatan Dharam Mahabir Dal,"Kunjpura Road, Karnal Near Sanatan Dharam Mandir",No (0),0,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-11 10:30,11
SS Hospital,"Sector 14, Karnal",No (0),0,0,0,0,7,0,7,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-11 08:47,11
Swastik Hospital,Swastic Hospital Opp DCH,Yes (1),0,0,1,0,10,0,9,0,Yes,No,Yes,Yes,Yes,2021-05-11 16:52,11
Virk Hospital Karnal,"363-364, Randhir lane, near Dyal Singh College, Karnal, Haryana",No (0),0,0,0,0,37,0,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:02,11
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (1),0,0,1,0,41,0,11,4,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:07,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",No (0),0,0,0,2,54,0,17,8,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:05,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (9),0,9,0,0,203,23,8,6,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:08,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (4),3,0,1,0,39,10,40,10,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:04,16
Aarti Hospital,"A-628, Near Hanuman Mandir, Dabua Pali Road, NIT Faridabad",Yes (23),5,15,3,0,5,15,3,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:11,4
Aastha Hospital,"SCF -2, Ashoka Enclave Main Rd, Sector 35, Faridabad",Yes (5),4,1,0,0,10,4,0,0,Yes,No,Yes,Yes,Yes,2021-05-11 13:09,4
Al-Falah Hospital,"Al Falah university Campus, Dhouj",Yes (46),30,16,0,0,50,25,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-11 12:19,4
Anshu Hospital,"Shiv Colony Sehatpur Road, Palla No. 1, Faridabad",Yes (11),6,5,0,0,10,10,0,0,No,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 11:00,4
Apurva Hospital,"2N/74, B.P. Near 2-3 Gole ChakKar, NIT Faridabad",Yes (9),7,2,0,1,8,2,0,1,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:35,4
Arise Healthcare,"SCO: C 3185, Near Corporation Bank, Green Field Colony, Faridabad",Yes (11),1,7,3,1,2,7,7,2,Yes,No,No,No,No,2021-05-11 12:30,4
Arsh Hospital,"Opp. Era Redwood Residency, Tigaon Rd, Sector 78, Faridabad,",Yes (5),0,5,0,3,40,5,20,6,Yes,No,Yes,Yes,Yes,2021-05-11 10:37,4
Asian Hospital,"Badkal Flyover Road, Sector  21 A Faridabad",No (0),Beds Over Utilized 14,0,Beds Over Utilized 1,Beds Over Utilized 3,82,0,53,14,Yes,Yes,Yes,Yes,Yes,2021-05-11 16:18,4
B.K. Hospital Faridabad,B.K. Hospital Faridabad B K Chowk FBD,Yes (45),20,25,0,0,64,25,11,11,No,Yes,Yes,Yes,Yes,2021-05-11 16:14,4
Bhavya Kalyani Hospital,"Mohna Road, Near Aanand Bakery, Ballabgarh, Faridabad",Yes (12),3,8,1,0,5,9,3,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 14:50,4
Chugh Hospital,"5L-164, K.C. Road N.I.T. Faridabad",Yes (3),1,2,0,0,4,14,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 11:27,4
D.M. Hospital,"89-A, NH-5, Railway Road, Near Police Thana, NIT, Faridabad",No (0),0,0,0,0,10,10,8,1,No,No,Yes,Yes,Yes,2021-05-11 11:09,4
Doctor Today Multispecialty Hospital,"5-C/2,B.P., Railway Road,, Near Bankey Bihari Mandir,, next to IDBI Bank, Faridabad",Yes (21),21,0,0,1,35,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-11 16:36,4
Dr. Harish Hospital,"701, Sector 8, YMCA Road, Faridabad",Yes (2),2,0,0,0,5,0,2,0,Yes,No,Yes,Yes,Yes,2021-05-11 10:02,4
Durga Multispeciality Hospital,"Shri Bankey Bihari Mandir Complex, Neelam-Railway Road, NIT 5, Faridabad",Yes (27),21,0,6,0,22,0,8,0,No,No,Yes,Yes,Yes,2021-05-11 12:44,4
"ESIC Medical College, Faridabad","NH-3, NIT Behind BK Hospital, Haryana",Yes (312),0,312,0,0,150,350,80,50,Yes,Yes,Yes,Yes,Yes,2021-05-11 07:45,4
Fortis Escort Hospital,"Neelam Bata Rd, opp. Neelam Cinema, AC Nagar, New Industrial Town, Faridabad,",No (0),Beds Over Utilized 2,0,0,Beds Over Utilized 2,55,0,14,7,Yes,Yes,Yes,Yes,Yes,2021-05-11 12:40,4
Gaurav Hospital,"Rajeev Colony, Samaypur Road, Ballabgarh, Faridabad",Yes (7),Beds Over Utilized 12,2,5,1,3,2,10,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 17:07,4
Geeta Hospital,"Opposite Huda Market and Community Centre, Sector 28, Faridabad",Yes (13),6,0,7,1,8,0,10,2,Yes,No,Yes,Yes,Yes,2021-05-11 12:01,4
Geetanjali Multispeciality Hospital,"D-635, 60 Feet Rd, Chawla Colony, Ballabhgarh, Faridabad",Yes (11),11,0,0,0,20,3,0,0,Yes,To Be Updated,Yes,To Be Updated,To Be Updated,2021-05-08 15:28,4
Goyal Hospital,"Plot No. 2 opposite hanuman temple Sec 8, Surdas Park",No (0),0,0,0,0,12,0,6,2,No,Yes,Yes,Yes,Yes,2021-05-11 11:20,4
Handa Medical Center,"Site No-1, Sector 16, Opp Sagar Cinema, Faridabad",No (0),0,0,0,0,0,0,0,0,No,No,No,To Be Updated,No,2021-05-11 14:08,4
Heritage Hospital,3C-62B/BP NIT Faridabad,Yes (15),11,0,4,1,11,0,4,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:18,4
IBS Ashwani Hospital,"Plot No 8 D/1, YMCA Rd, Pocket D, Sector 11, Faridabad",Yes (15),8,5,2,2,18,5,12,2,No,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 10:46,4
Janak Hospital,Indira complex Neharpar Kheri Road Faridabad,Yes (9),3,4,2,0,15,6,6,0,Yes,No,Yes,Yes,Yes,2021-05-11 11:02,4
Kant Multispeciality Hospital Pvt Ltd,"Plot no. 167, Indra Complex, Kheri Road, Greater, near Kheri Pul Bridge, Sector 87, Neharpar Faridabad, Faridabad, Haryana 121002",Yes (19),16,0,3,0,18,0,5,1,No,Yes,To Be Updated,To Be Updated,To Be Updated,2021-05-11 10:45,4
Kedar Hospital,"3B/3, B.P , Near DAV college, NIT., Faridabad,",Yes (45),31,6,8,1,31,6,12,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:06,4
Kedar Hospital Multispeciality,Gali 7 Krishna Colony Sec25 Faridabad,Yes (18),5,13,0,0,10,15,5,0,Yes,No,Yes,Yes,Yes,2021-05-11 09:08,4
Krishna Medical Centre,"773, Sector-19, Faridabad",Yes (10),5,0,5,0,5,0,5,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:16,4
Life Hospital,Opp Hanuman Mandir Sec 8 Faridabad,Yes (5),4,0,1,1,4,0,6,1,Yes,No,Yes,Yes,Yes,2021-05-11 11:30,4
Lotus Hospital,"Plot-2, Jeevan Nagar, Opp. Lal Kothi, Main Ballabgarh Sohna Road, Faridabad",Yes (10),9,0,1,0,12,0,8,1,Yes,No,Yes,Yes,Yes,2021-05-11 08:31,4
Madhav Hospital,"Building no 16, Block E, and, New Industrial Twp 5, Faridabad, Haryana 121001",Yes (16),Beds Over Utilized 1,0,16,2,0,0,28,2,To Be Updated,No,To Be Updated,To Be Updated,To Be Updated,2021-05-11 14:21,4
Manavta Hospital,"Plot No-494, Near Women ITI, Uncha Gaon Prem Nagar, Mohna Road, Ballabgarh, Faridabad",Yes (3),0,2,1,2,10,10,11,3,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 08:52,4
Manvi Medical Centre,"New Bharat Colony, Opp. Chaddar Godam, Near Mahaban Farm, Kheri Road, Greater Faridabad",Yes (9),7,0,2,0,7,0,2,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:14,4
Medicheck Hospital,"Block C, Plot Number 76, Shahid Bhagat Singh Marg, near Bata Flyover, New Industrial Town, Faridabad",Yes (4),4,Beds Over Utilized 7,0,0,52,0,12,3,Yes,No,Yes,Yes,Yes,2021-05-11 11:49,4
Medicheck Ortho Hospital,"Behind Community Centre, HBH Colony, Sector 46, Faridabad",Yes (13),13,0,0,0,13,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:22,4
Medstar Hospital,"Om Enclave Part 1, Near Toll Tax, Agwanpur Road, Faridabad",Yes (5),3,2,0,0,5,2,0,0,No,No,Yes,Yes,Yes,2021-05-11 08:58,4
Medwin Hospital,"Plot No. 2, Jeevan Nagar, Sohna Road Gounchi, Sector 55, Faridabad",Yes (16),1,12,3,0,2,12,6,0,To Be Updated,No,Yes,Yes,Yes,2021-05-11 12:28,4
Metro Hospital Medicare,"Metro Heart Institute with Multispeciality Sector 16 A, Faridabad",Yes (4),4,0,0,0,168,0,39,11,Yes,No,Yes,Yes,Yes,2021-05-11 10:37,4
National Institute Of Medical Sciences,"Sector -23A,?Faridabad,?",Yes (5),3,0,2,2,15,4,9,2,Yes,No,Yes,Yes,Yes,2021-05-10 21:10,4
Ortho 1 Hospital,"1331, Near Community Centre, Sector 55, Faridabad",Yes (27),5,12,10,1,8,12,10,1,Yes,No,Yes,Yes,Yes,2021-05-11 11:02,4
Park Hospital,"J Block, Sector 10 HBC, opposite Court, Faridabad",No (0),0,0,0,5,10,10,25,5,Yes,Yes,Yes,Yes,Yes,2021-05-11 09:47,4
Pawan Hospital Unit-1,"Samaypur Road Near Sector 56, Ballabhgarh, Faridabad",Yes (9),9,0,0,0,31,0,14,7,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:39,4
Pawan Hospital Unit-2,"Plot No. 10, Jawahar Colony, Near Disposal Chowk, Faridabad",Yes (1),0,0,1,0,0,0,11,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:38,4
Prachi Hospital,Opp Chimni Bai Dharmshala Faridabad,Yes (9),6,2,1,1,10,2,5,1,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 16:28,4
QRG Central,"Plot No, 69, Mathura Rd, Sector 20 A, New Industrial Town, Faridabad",No (0),0,0,0,0,105,0,39,11,Yes,Yes,Yes,Yes,Yes,2021-05-11 10:29,4
QRG Hospital Medicare,"Ambedkar Marg, QRG Healthcity, Sector 16, Faridabad",Yes (8),7,0,1,0,165,0,43,14,Yes,Yes,Yes,Yes,Yes,2021-05-11 10:36,4
Raghav Hospital,Kheri Road Sec 87 Greater Faridabad,Yes (14),14,0,0,1,17,3,3,1,Yes,No,Yes,Yes,Yes,2021-05-11 10:05,4
Raj Nursing Home,"CLINIC SITE NO-6, Sector 3, Faridabad",Yes (1),0,Beds Over Utilized 16,1,0,13,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-11 11:33,4
Ronak Hospital,"Dabua Pali Road, Near Ganga Ram Devta Mandir, NIT, Faridabad",Yes (45),20,18,7,3,20,20,10,3,No,Yes,Yes,Yes,Yes,2021-05-11 11:48,4
Royal’s Hotel,"3-B-14, Ground Floor NIT Faridabad",Yes (50),50,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:17,4
Samrat Hospital,"180, Sanjay Colony, Delhi Mathura Road, JCB Chowk, Ballabgarh, Faridabad",Yes (20),10,0,10,0,10,0,10,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:13,4
Sanjeevan Multispeciality Hospital,"D-947, 60 Feet Road, Opp. Shiv Mandir, Chawla Colony, Ballabgarh, Faridabad",Yes (10),5,2,3,0,7,2,8,0,No,No,Yes,Yes,Yes,2021-05-09 14:40,4
Santosh Multispeciality Hospital,"Shop No. 3F, 139, Metro Rd, New Industrial Township 2b, Block F, New Industrial Twp 3, New Industrial Town, Faridabad,",Yes (25),20,5,0,1,40,10,10,1,No,No,Yes,Yes,Yes,2021-05-11 11:07,4
"Sarvodya Hospital, Sector 8","Sector-8, YMCA Rd, near Escorts Mujesar Metro Station, Sector 7, Faridabad",No (0),0,0,0,0,138,0,25,5,Yes,Yes,Yes,Yes,Yes,2021-05-11 09:32,4
Sarvodya Sector 19,"Gopi Colony, Old Faridabad, Faridabad",Yes (1),1,0,0,0,28,0,10,4,Yes,Yes,Yes,Yes,To Be Updated,2021-05-11 15:51,4
Sattya Hospital,"376, IP Colony, Sector 32-33 Faridabad",Yes (10),6,0,4,2,6,0,4,2,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 17:26,4
Shankar Medicare Center,Sec 28 Faridabad,Yes (29),9,20,0,0,15,20,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-11 14:31,4
Shanti Devi Memorial Hospital,"Kheri More Near, Piyush Heights, Sector 89, Faridabad",Yes (7),0,6,1,0,14,8,3,2,Yes,No,Yes,Yes,Yes,2021-05-11 10:11,4
Shivalik Hospital Unit 1,Huda Market Sector-37 Faridabad,Yes (1),0,Beds Over Utilized 4,1,0,0,3,4,0,Yes,No,Yes,Yes,Yes,2021-05-11 11:00,4
Shivalik Hospital Unit 2,"Sehatpur, Opp. Sec-91 Faridabad",Yes (1),0,Beds Over Utilized 4,1,0,0,0,2,0,Yes,No,Yes,Yes,Yes,2021-05-11 09:13,4
Siddhi Vinayak Aspataal,"MCF-8280, Main Sohna Road, Near Syndicate Bank/Lal Kothi, Ballabgarh, Faridabad",Yes (19),8,5,6,1,10,6,10,1,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 11:27,4
SMS Hospital,"Clinic No. 9, Sector-3, Near Huda Market, Faridabad",Yes (6),5,0,1,1,5,0,5,3,No,No,Yes,Yes,Yes,2021-05-11 11:30,4
SRU Multispeciality Hospital,"Sunder Colony, Nangla Gujran, Behind Rawal International School, Ballabgarh, Faridabad",Yes (11),11,Beds Over Utilized 8,0,0,14,0,3,0,Yes,No,Yes,No,No,2021-05-11 10:05,4
Sunrise Hospital,"3C-63, BP, NIT Faridabad",Yes (24),21,0,3,0,25,0,3,0,Yes,No,Yes,Yes,Yes,2021-05-11 10:48,4
Sunshine Hospital,"Sec 64 Sahupura Road, Unchagaon Ballabgarh",Yes (3),3,0,0,0,8,0,3,0,Yes,No,Yes,Yes,Yes,2021-05-11 16:57,4
Supreme Hospital,"Suraj Kund Rd, Charmwood Village, Faridabad",Yes (19),17,0,2,1,20,0,2,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 10:25,4
Urocare Apolo Multi and Super Speciality Hospital,"H.No 78, Behind Girls College, Sector-2, Ballabgarh, Faridabad",Yes (5),0,5,0,0,0,6,2,0,Yes,No,Yes,Yes,Yes,2021-05-11 09:59,4
V Care Multispeciality Health Center,"Plot No. V7, Near Police Station, BPTP Park Land, Sector-76, Faridabad",Yes (6),4,0,2,2,7,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-11 12:15,4
Vardan Hospital,"Opp. Gurudwara, Adarsh Nagar, Main Malerna Road, Ballabgarh, Faridabad",Yes (15),15,0,0,0,15,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 15:12,4
Vedanta Hospital,"B-5,Central Green,Near I.T, BK Chowk, New Industrial Town, Faridabad",Yes (1),0,1,0,0,10,12,8,1,Yes,No,Yes,Yes,Yes,2021-05-10 13:57,4
Vibal Hospital Pvt. Ltd.,"Sector-21D, Huda Market, Faridabad",No (0),Beds Over Utilized 3,Beds Over Utilized 5,Beds Over Utilized 5,0,10,0,8,1,To Be Updated,Yes,Yes,Yes,Yes,2021-05-05 14:07,4
