name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",Yes (2),0,1,1,0,0,6,12,2,Yes,No,Yes,Yes,Yes,2021-05-20 10:10,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (7),4,3,0,0,5,8,0,0,No,No,Yes,Yes,Yes,2021-05-20 10:10,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (4),1,0,3,0,1,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-20 10:09,5
"AAROGYAM HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",No (0),0,0,0,0,40,12,15,27,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:48,12
"ADESH MEDICAL COLLEGE, SHAHBAD MOHRI KURUKSHETRA.","VILL. MOHRI, SHAHBAD, KURUSHETRA",Yes (86),21,65,0,0,30,70,5,11,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:51,12
AGGARWAL NURSING HOME,"SALARPUR ROAD, THANESAR, KURUKSHETRA.",No (0),0,0,0,0,20,7,3,7,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:47,12
B.S. HEART CARE,"OPP. NEW BUS STAND, KURUKSHETRA.",No (0),0,0,0,10,18,0,8,20,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:44,12
"CYGNUS HOSPITAL, Kurukshetra","NEAR OLD BUS STAND, THANESAR, KURUSKHETRA",No (0),0,0,0,0,7,4,1,4,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:48,12
KURUKSHETRA NURSING HOME,,Yes (9),8,0,1,2,18,0,1,2,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:51,12
LNJP CIVIL HOSPITAL.,LNJP HOSPITAL KURUKSHETRA.,Yes (8),8,0,0,0,100,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:47,12
MIRI PIRI SHAHBAD,"SHAHBAD, KURUKSHETRA",Yes (4),3,0,1,1,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-20 11:04,12
Nirogi Hospital,Shahabad Kurukshetra,Yes (3),3,0,0,3,5,2,0,3,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:36,12
Saraswati Mission Hospital,"Ambala Road Dist. Kurukshetra, Pehowa, Haryana 136128",Yes (3),1,0,2,3,20,0,2,5,Yes,No,Yes,Yes,Yes,2021-05-20 09:47,12
"SIDHARTH HOSPITAL, SHAHBAD","SHAHBAD, KURUKSHETRA",Yes (4),0,4,0,1,8,4,4,3,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:46,12
VERMA HOSPITAL,LADWA,No (0),0,0,0,0,9,3,2,2,Yes,No,Yes,Yes,Yes,2021-05-20 09:48,12
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (11),5,6,0,0,37,13,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:35,3
Jaihind Hospital,Charkhi Dadri,Yes (7),5,2,0,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-19 16:39,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (40),30,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:35,3
Oscar Hospital,Charkhi Dadri,No (0),0,0,0,0,0,5,15,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 11:36,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",No (0),0,0,0,0,10,2,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-19 11:34,3
Sunflag Hospital,Charkhi Dadri,No (0),0,0,0,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 11:37,3
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (3),1,0,2,0,42,0,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:12,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",Yes (7),7,0,0,0,54,0,13,4,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:12,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (24),9,15,0,0,140,31,64,6,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:10,16
JN Shory Hospital,Pinjore,Yes (7),6,1,0,0,18,6,0,0,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-20 10:13,16
Kare Partners Hospital,"Sector 2, Panchkula",Yes (9),9,0,0,0,13,0,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-20 10:13,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (26),26,0,0,2,67,10,23,12,Yes,Yes,Yes,Yes,Yes,2021-05-20 10:11,16
Wings Hospital,Sector 25 Panchkula,Yes (23),8,11,4,0,15,11,5,0,To Be Updated,To Be Updated,To Be Updated,Yes,Yes,2021-05-20 10:13,16
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (9),3,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-20 09:01,7
Bharat Multispeciality Hospital,Hisar,No (0),0,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-20 10:54,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-20 07:38,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (97),97,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-20 10:20,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (5),0,0,5,0,5,2,30,5,No,No,No,No,No,2021-05-20 07:55,7
District Civil Hospital Hisar,Sirsa Road Hisar,No (0),Beds Over Utilized 1,0,0,0,72,0,3,5,Yes,Yes,Yes,Yes,Yes,2021-05-20 08:32,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (5),5,0,0,0,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-20 07:54,7
Geetanjali Hospital,Model Town Hisar,No (0),0,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-20 11:05,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",No (0),0,0,0,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-20 10:39,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (18),18,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-20 09:43,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (4),1,3,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-20 07:50,7
Holy Help Hospital,Tosham Road Hisar,Yes (7),1,6,0,Beds Over Utilized 1,25,6,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-20 07:53,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (2),0,1,1,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-20 09:58,7
Mahatma Gandhi Hospital,,Yes (12),0,12,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-20 07:54,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-20 07:38,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-20 07:45,7
Military Hospital Hisar,Cantt Hisar,No (0),0,0,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-20 07:54,7
Noble Super Specialty Hospital,Hisar,Yes (7),7,0,0,0,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-20 10:16,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (4),0,4,0,0,102,4,48,36,Yes,No,Yes,Yes,Yes,2021-05-20 07:48,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (12),0,6,6,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-20 08:07,7
Parnami Hospital,Hisar,Yes (6),1,5,0,0,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-20 09:49,7
