name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"Brahm Shakti Sanjivani Hospital, B.garh","Opp. BSNL Exchange, Delhi - Rohtak Road, NH9, Bahadurgarh, Haryana",Yes (37),15,20,2,2,60,20,20,3,Yes,No,Yes,Yes,Yes,2021-05-15 14:12,8
Civil Hospital Jhajjar,"Jhajjar, NH-71, Jhajjar Rohtak Road, Jhajjar, Jhajjar, Haryana",No (0),Beds Over Utilized 1,Beds Over Utilized 15,0,0,53,0,0,0,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-14 11:52,8
"Delhi Hospital, Bahadurgarh","Rohtak Rd, near Shyamji Complex, Ram Nagar, Bahadurgarh, Haryana",Yes (21),0,17,4,0,20,20,10,2,Yes,No,Yes,Yes,Yes,2021-05-15 13:29,8
Dr. Sanjay Multi Speciality Hospital,INFRONT OF CIVIL HOSPITAL BAHADURGARH,Yes (39),30,6,3,0,45,10,6,1,Yes,No,No,To Be Updated,To Be Updated,2021-05-15 09:24,8
"Jeewan Jyoti Hospital, Bahadurgarh","Rohtak Rd, MIE Part-B, Bahadurgarh, Haryana",Yes (115),42,68,5,3,77,68,15,4,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-15 16:11,8
"JK Hospital, Bahadurgarh","Bahadurgarh,, Bahamnoli, Bahadurgarh, Haryana",Yes (42),4,31,7,0,5,31,8,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-15 11:39,8
"Medicare Super Speciality Hospiatl &amp; Trauma Centre, Jhajjar City","Dadri road Jhajjar, Jhajjar, Haryana",Yes (16),0,16,0,2,15,23,12,3,Yes,To Be Updated,Yes,To Be Updated,Yes,2021-05-15 17:18,8
"Mission Hospital, Bahadurgarh","Near main Bus Stand & City Metro Station, Rohtak Rd, Bahadurgarh, Jhajjar ,Haryana",Yes (22),4,16,2,0,14,29,6,1,To Be Updated,No,Yes,Yes,No,2021-05-15 09:54,8
"Oscar Hospital, JJR city","Civil Road,Opp Civil Hospital, Jhajjar, Haryana",Yes (66),7,58,1,1,8,58,14,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-15 14:49,8
Oxymus Hospital,"Opposite Civil Hospital, Near Metro Pollar No. 876 Delhi Rohtak Road, Bahadurgarh",Yes (7),2,0,5,0,4,0,6,0,Yes,No,No,No,No,2021-05-15 15:24,8
"Rana Hospital, Bahadurgarh","OPP. REST HOUSE,OLD BARAHI ROAD, BAHADURGARH",Yes (25),18,0,7,2,18,0,7,2,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-15 15:07,8
"RJ Super Speciality Hospital, B.garh","Delhi - Rohtak Rd, Near Rajesh Joon Office, Dalbir Nagar, Bahadurgarh, Haryana",Yes (76),45,27,4,0,80,27,18,5,Yes,No,Yes,Yes,Yes,2021-05-15 11:53,8
RS GAUR GLOBAL MULTISPECIALITY HOSPITAL,"Jhajjar Road Netaji Subhash Vihar, Haryana",Yes (16),11,0,5,2,19,7,7,2,Yes,No,Yes,Yes,Yes,2021-05-15 14:33,8
"SDH, Bahadurgarh","Madhya Marg, Old Industrial Area, Bahadurgarh, Haryana",Yes (9),9,0,0,0,35,0,0,0,Yes,Yes,Yes,No,Yes,2021-05-15 10:48,8
"Shivam Hospital, B.garh","Line Par, Shastri Nagar, Netaji Nagar, Bahadurgarh, Haryana",Yes (57),39,18,0,0,49,31,8,1,Yes,No,Yes,Yes,Yes,2021-05-15 09:52,8
"Swastik Hospital, Bahadurgarh","Jhajjar Rd, Shakti Nagar, Sakti Nagar, Bahadurgarh, Haryana",Yes (7),0,7,0,1,26,14,10,2,Yes,No,Yes,Yes,Yes,2021-05-14 16:57,8
World College Of Medical Sciences And Hospital,"Jhajjar Sampla Road, Gurwar, Jhajjar, Haryana",Yes (212),68,135,9,3,90,135,25,4,Yes,Yes,Yes,Yes,Yes,2021-05-15 10:22,8
Advanta Super Speciality Hospital,Near Power House,No (0),Beds Over Utilized 9,0,Beds Over Utilized 4,0,25,0,10,4,No,No,Yes,Yes,Yes,2021-05-15 15:24,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (3),1,2,0,2,2,3,12,2,Yes,No,No,No,No,2021-05-15 17:09,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-15 10:20,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (1),0,1,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-15 08:49,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (2),2,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-15 16:45,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (10),5,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-15 15:56,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-15 09:33,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (4),0,4,0,0,2,8,0,0,Yes,No,Yes,No,Yes,2021-05-15 16:03,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (9),0,9,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-15 16:57,19
"Civil Hospital, Rohtak",Subash Road,Yes (33),Beds Over Utilized 3,33,0,2,31,33,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-15 15:35,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,54,6,18,6,No,No,No,Yes,Yes,2021-05-15 16:09,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (6),0,0,6,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-15 10:05,19
Joyline Multispeciality,"Surajmal Colony, Sunarian Road, Opposite Birgadier Muktram Statue Rohtak",Yes (11),10,0,1,1,15,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-15 15:31,19
Kainos Hospital,Near Kheri Sadh Village Outer Bye Pass,Yes (9),0,9,0,0,26,10,34,17,Yes,No,Yes,Yes,Yes,2021-05-15 16:21,19
Life Care Hospital,Subash Nagar,Yes (13),10,0,3,4,30,0,14,6,No,No,Yes,Yes,Yes,2021-05-15 16:49,19
Maan Hospital,Bhagwan Colony Near Radio Station,Yes (22),19,0,3,2,29,0,16,6,Yes,No,Yes,Yes,Yes,2021-05-15 16:49,19
Mansarover Hospital,Mansarover Colony Near Park,No (0),0,0,0,0,20,0,10,7,Yes,Yes,Yes,Yes,Yes,2021-05-15 10:06,19
Neurocentre Super Speciality Hospital,"Kalawati Bulding, Near Power House Rohtak",Yes (11),0,6,5,2,4,6,13,2,Yes,No,Yes,Yes,Yes,2021-05-15 16:03,19
Noble Heart Super Speciality Hospital,Near Raj Garden Delhi Bye Pass,No (0),0,0,0,0,27,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-15 16:18,19
Oscar Super Speciality Trauma Center,"Medical Moad, Daryao Singh Nagar,",Yes (5),3,0,2,0,23,3,15,2,Yes,Yes,Yes,Yes,Yes,2021-05-15 11:38,19
Oxygen Hospital,Islam Pura Daries Hisar Road,No (0),Beds Over Utilized 2,Beds Over Utilized 1,0,0,13,6,5,3,Yes,Yes,Yes,Yes,Yes,2021-05-15 16:34,19
PGIMS Rohtak,"Pt.Bhagwat Dayal PGIMS, Medical Rd, Rohtak, Haryana",Yes (77),77,0,0,0,299,0,112,112,Yes,Yes,Yes,Yes,Yes,2021-05-15 16:22,19
Positron Hospital,Suncity Sector 35,Yes (18),0,16,2,0,0,16,16,4,Yes,No,Yes,Yes,Yes,2021-05-15 16:35,19
Pragati Hospital,"Sukhpura Chowk, Gohana Road, opp. Ladhot Road Rohtak",Yes (1),0,0,1,1,11,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-15 10:07,19
"Sanghi Nursing Home, Rohtak, Haryana","Chotu Ram Chowk, Civil Road, Arya Nagar, Rohtak, Haryana",Yes (2),1,0,1,4,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-15 09:20,19
Shivam Liver &amp; Gastro Super Speciality Hospital,"CIVIL ROAD NEAR SHANT MAI CHOWK, Rohtak, Haryana - 124001, India",Yes (1),1,0,Beds Over Utilized 2,0,3,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-15 15:46,19
Sunflag Global Hospital,Bharat Colony Near Sheela Bye Pass,Yes (4),4,0,0,0,29,0,12,5,Yes,No,Yes,Yes,Yes,2021-05-15 16:53,19
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (4),3,0,1,Beds Over Utilized 2,12,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:17,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (15),2,11,2,2,2,11,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-13 16:39,15
CHC Alawalpur,CHC Alawalpur,Yes (16),16,Beds Over Utilized 3,0,0,20,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 10:20,15
Civil Hospital Palwal,"Civil Hospital, palwal",Yes (40),33,0,7,7,103,0,7,7,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 16:17,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (3),1,0,2,0,4,0,16,2,Yes,No,Yes,Yes,Yes,2021-05-13 10:19,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (14),8,4,2,0,18,4,14,4,Yes,Yes,Yes,Yes,Yes,2021-05-15 15:02,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (12),10,2,0,0,10,2,0,0,To Be Updated,No,Yes,Yes,Yes,2021-05-13 10:21,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (10),2,7,1,1,2,7,1,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:38,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (17),Beds Over Utilized 15,4,13,Beds Over Utilized 2,0,6,16,1,Yes,No,Yes,Yes,Yes,2021-05-13 15:55,15
RAHUL HOSPITAL,PALWAL,Yes (15),7,5,3,0,7,5,3,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:20,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (28),10,5,13,1,10,5,13,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-15 17:31,15
SDH Hodal,SDH Hodal,Yes (14),4,10,0,0,10,10,0,0,Yes,No,Yes,To Be Updated,Yes,2021-05-15 10:33,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (18),1,14,3,2,4,17,4,2,Yes,No,Yes,Yes,Yes,2021-05-15 11:39,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),0,6,4,0,0,6,4,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:36,15
VASHU HOSPITAL,,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:41,15
Apollo Rewari/Family Health Edge Hospital,"Garhi Bolni Rd, near Public Health Office, krishna Nagar, Rewari, Haryana",No (0),Beds Over Utilized 5,Beds Over Utilized 3,0,0,4,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-15 11:54,18
Capt. Nand Lal Hospital,"Circular Road near Government Girls Senior Secondary School naiwali, chowk, Rewari",Yes (28),10,10,8,1,10,10,8,1,Yes,No,Yes,Yes,Yes,2021-05-13 12:27,18
Civil Hospital rewari,"Kayasthwara Mohalla, Rewari, Haryana",No (0),Beds Over Utilized 5,0,0,0,44,0,3,8,Yes,Yes,Yes,Yes,Yes,2021-05-11 21:52,18
Cygnus Hospital,"Opposite Civil Hospital Mohola, Sanghi Ka Bass, Rewari, Haryana",Yes (4),Beds Over Utilized 7,Beds Over Utilized 1,4,1,15,0,9,2,Yes,No,Yes,Yes,Yes,2021-05-15 16:47,18
Devjyoti Hospital,"Ambedkar chowk, near Bus Stand, Rewari, Haryana",No (0),0,0,0,Beds Over Utilized 1,7,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-15 09:56,18
Dr. K.K. NAGAR HOSPITAL,"317, Near Shishu Shala School, Model Town, Rewari, Haryana",Yes (1),1,0,Beds Over Utilized 3,1,3,0,5,1,Yes,No,Yes,Yes,Yes,2021-05-14 18:03,18
Kamla Nursing Home/Kalawati Hospital,"201, Model Town, Rewari, Near Bus Stand, Opposite Bal Bhawan, Shivam Chowk",No (0),Beds Over Utilized 7,0,Beds Over Utilized 2,3,5,0,5,6,Yes,No,Yes,Yes,Yes,2021-05-14 19:36,18
Katyal Hospital,"Katyal Hospital, KANOD GATE, CIRCULAR ROAD, Rewari, Haryana, India",Yes (1),0,1,Beds Over Utilized 3,0,12,6,7,1,Yes,No,Yes,Yes,Yes,2021-05-15 07:54,18
Maars Hospital,"Garhi Bolni Rd, near PWD Office, Sector 19, Rewari, Haryana",No (0),Beds Over Utilized 4,0,0,0,11,0,0,0,Yes,No,Yes,Yes,No,2021-05-15 09:11,18
Matrika Hospital,"Matrika Hospital, Ranbir Singh Huda Chowk, Bawal-Rewari Rd, Rewari, Haryana",Yes (1),1,0,Beds Over Utilized 1,0,14,0,14,3,Yes,No,Yes,Yes,Yes,2021-05-12 13:35,18
Mediom Hospital/Medcare Hospital,"Sohna Rd, near Municipal Corporation, Dharuhera, Haryana",Yes (4),3,Beds Over Utilized 1,1,0,8,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-09 16:14,18
Om Hospital,"Om Hospital, Nandrampur Bass Rd, Dharuhera, Haryana",Yes (16),7,4,5,0,12,4,8,0,Yes,No,Yes,Yes,Yes,2021-05-15 12:10,18
Pushpanjli Hospital Rewari,"Rajesh Pilot Chowk, Rewari, Haryana",No (0),0,0,0,0,25,10,10,3,No,No,Yes,Yes,Yes,2021-05-13 20:04,18
R. B. Yadav Hospital,"Dr. R B Yadav Hospital, Circular Rd Jainpuri, Kayasthwara Mohalla, Rewari, Haryana",Yes (11),5,4,2,2,8,6,8,2,Yes,No,Yes,Yes,Yes,2021-05-15 15:27,18
SDH Kosli,"Kosli, Rewari, Haryana",Yes (25),Beds Over Utilized 3,25,0,0,20,25,0,0,Yes,No,No,No,No,2021-05-14 17:00,18
Shanti Yadav Hospital,"Bawal-Rewari Rd Model Town, Rewari, Haryana",Yes (8),1,7,0,0,19,10,4,0,Yes,No,Yes,No,No,2021-05-15 09:52,18
SMCC Hospital,"Sector 5 Rewari, Haryana",No (0),Beds Over Utilized 2,0,0,0,0,0,11,1,Yes,Yes,Yes,Yes,Yes,2021-05-15 15:47,18
"Sushma Devi Hospital, Bawal","Rewari Road, Bawal, Rewari, Near Power House & Bharat Petrol Pump",Yes (13),3,10,0,0,8,10,0,0,Yes,No,Yes,Yes,Yes,2021-05-15 16:11,18
Vedanta Hospital,"Circulare Road, Near Nirankari Satsang Bhavan Dharuhera, Chungi, Rewari, Haryana",No (0),Beds Over Utilized 11,Beds Over Utilized 4,0,Beds Over Utilized 4,13,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-10 17:25,18
Virat Hospital,"Circular Rd, Near Oriental Bank of Commerce, Madhu Vihar, Rewari, Haryana",No (0),Beds Over Utilized 23,Beds Over Utilized 3,0,Beds Over Utilized 1,33,0,27,2,Yes,No,Yes,Yes,Yes,2021-05-15 08:39,18
Yaduvanshi Hospital,"Maharana Pratap Chowk, Model Town, Rewari, Haryana",Yes (1),1,0,0,0,15,0,4,0,Yes,No,Yes,Yes,No,2021-05-15 13:23,18
ASHIRWAD BHAGAT HOSPITAL,"Old DC Rd, near bhagat hospital, Sonipat, Haryana 131001",No (0),0,0,0,1,12,0,3,1,Yes,Yes,To Be Updated,Yes,Yes,2021-05-15 17:13,21
Bhagwan Dass Hospital,"Near Shahpur Turk, block-E, omaxe city, Sector 18, Sonipat, Haryana 131001",Yes (14),6,0,8,2,27,0,13,2,Yes,No,Yes,Yes,Yes,2021-05-14 19:58,21
"BPS MEDICAL COLLEGE KHANPUR , SONIPAT ( 01263283088)","Ganaur - Gohana Rd, Khanpur Kalan, Haryana",Yes (88),12,76,0,0,170,80,50,50,Yes,Yes,Yes,Yes,Yes,2021-05-15 14:10,21
CHC GANUR,CHC GANUR,Yes (1),1,0,0,0,8,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 20:26,21
CHC Kharkhoda,"SH 20, Kharkhoda, Haryana 131402",Yes (10),5,5,0,0,5,5,0,0,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-12 20:29,21
"CHC, JUAN, SONIPAT, HARYANA","CHC, JUAN, SONIPAT, HARYANACHC, JUAN, SONIPAT, HARYANA, 131024",Yes (5),3,2,0,0,3,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 20:53,21
"Civil Hospital, Sonipat","Delhi Road, Near Maharana Pratap Chowk, Sonipat, Haryana 131001",Yes (40),40,0,0,9,190,0,10,10,Yes,Yes,Yes,Yes,Yes,2021-05-14 09:53,21
"CYGNUS HOSPITAL, Sonipat","Old Rohtak Rd, near Hindu College of Engineering, Industrial Area, Sonipat, Haryana 131001",Yes (8),8,0,0,0,18,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-14 19:15,21
Dayanand Hospital-Sonepat,"Kakroi Rd, Prem Nagar, West Ram Nagar, Sonipat, Haryana",Yes (9),5,0,4,0,20,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-15 13:44,21
FIIMS Hospital,"Road, Bahalgarh, Sonipat, Haryana 131304",Yes (23),8,0,15,0,63,0,37,8,Yes,No,Yes,Yes,Yes,2021-05-15 08:29,21
GAJRAJ HOSPITAL,"Bus Stand, Gajraj Hospital Road, Near, Gohana, Haryana 131301",Yes (20),20,0,0,0,20,0,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-11 15:44,21
HARYANA HOSPITAL,"Vivekanand Chowk, Delhi Rd, behind Bullet Showroom, Janta Colony, Sonipat, Haryana 131001",No (0),Beds Over Utilized 2,0,0,3,7,0,18,4,Yes,No,No,No,Yes,2021-05-15 12:15,21
MEMORIAL HOSPITAL,"SH 11, near Mama Bhanja Chowk, Nandwani Nagar, Anand Nagar,, Sonipat, Haryana 131001",No (0),0,0,0,2,16,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-15 10:29,21
NIDAAN HOSPITAL PVT.,"Murthal Rd, Sonipat, Haryana 131001",No (0),0,0,0,0,22,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-15 16:38,21
OSCAR HOSPITAL,"SH 11, Lakshmi Nagar, Sonipat, Haryana 131001",No (0),0,0,0,0,12,0,8,2,Yes,No,Yes,Yes,Yes,2021-05-15 10:24,21
PHC PURKHAS,"Purkhas, Haryana 131102",Yes (30),0,30,0,0,0,30,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 20:55,21
"SANJIVNI HOSPITAL, SONIPAT","Mehlana Rd, Malviya Nagar, Sonipat, Haryana 131304",Yes (7),7,0,0,0,14,0,1,1,Yes,No,Yes,Yes,Yes,2021-05-14 17:35,21
SAXSENA HOSPITAL,"112/113, T.P. Scheme, Delhi Rd, Sonipat, Haryana 131304",No (0),0,0,0,2,18,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-15 08:39,21
SDH GOHANA,"Devi Nagar, Uttam Nagar, Gohana, Haryana 131301",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 20:27,21
SITA HOSPITAL SONIPAT,"Railway Rd, Ganaur, Haryana 131101",Yes (6),6,0,0,0,20,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 16:31,21
