name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Malik Hospital,Rohtak Road Jind,Yes (6),3,0,3,2,4,0,4,3,Yes,No,Yes,Yes,Yes,2021-05-21 08:30,9
Meenakashi Jain Hospital,Near Bus Stand,Yes (5),3,2,0,1,15,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-21 09:01,9
Sarvodhya Hospital Jind,Jind,Yes (14),14,0,0,1,20,0,0,2,Yes,No,Yes,No,No,2021-05-21 08:58,9
SDH Narwana,Narwana,Yes (22),10,12,0,0,20,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 07:42,9
SDH Safidon,Safidon,Yes (24),10,14,0,0,20,14,0,0,Yes,No,Yes,No,Yes,2021-05-21 09:07,9
SDH UCHANA,Uchana,Yes (51),17,34,0,0,20,35,0,0,Yes,No,No,No,Yes,2021-05-21 08:49,9
Shri Gyani Ram Mamorial Hospital,Safidon,Yes (17),8,5,4,0,10,5,10,0,Yes,No,Yes,Yes,Yes,2021-05-21 09:58,9
"Apex Hospital, Sirsa","Circular Road, Sirsa",Yes (7),4,0,3,0,12,2,4,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-21 09:02,20
"Astha Hospital, Sirsa",Dabwali Road Sirsa,Yes (5),5,0,0,0,15,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-21 09:24,20
CIVIL HOSPITAL SIRSA,"Civil Hospital Road, Sirsa",Yes (2),0,2,0,0,80,15,5,5,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:56,20
"Dayal Nursing Home, Sirsa","Dabwali Road, Sirsa",No (0),0,0,0,0,9,3,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-21 08:22,20
"Gupta Hospital, Sirsa","Dabwali Road, Sirsa Near Easy Day",No (0),0,0,0,0,4,3,5,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-21 09:51,20
"Jagdish Nursing Home, Sirsa","Gandhi Market, Parshuram Chowk, Sirsa",Yes (7),0,4,3,0,0,4,7,1,Yes,No,Yes,Yes,Yes,2021-05-21 08:38,20
"jCD Hospital, Sirsa","JCD Hospital, Barnala Road, Sirsa",Yes (32),0,32,0,0,10,40,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 09:38,20
"Jeevan Jyoti Hospital, Sirsa",Dabwali Road Sirsa,No (0),0,0,0,0,7,1,6,3,Yes,No,Yes,Yes,Yes,2021-05-21 09:00,20
"Khurana Hospital, Sirsa",Dabwali Road Sirsa,Yes (8),5,0,3,0,6,0,4,0,Yes,No,Yes,Yes,Yes,2021-05-21 08:33,20
"Lalgarhia Hospital, Sirsa",Dabwali Road Sirsa,No (0),0,0,0,0,13,2,3,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:47,20
"Medicare Hospital, Sirsa","Dabwali Road, Sirsa",Yes (4),0,3,1,0,1,6,6,2,Yes,Yes,Yes,Yes,Yes,2021-05-21 10:12,20
"Metro Health Care Hospital, Sirsa","Near Dena Bank, lal Batti Chowk, Sirsa",Yes (4),1,0,3,0,5,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 07:23,20
"Mittal Hospital, Sirsa","Near Jhunthra Petrol Pump, Dabwali Road Sirsa",Yes (5),4,1,0,0,14,1,4,0,Yes,No,Yes,Yes,Yes,2021-05-21 07:40,20
"New Life Care Hospital, Sirsa","Dabwali Road, Sirsa",Yes (1),1,0,0,0,7,2,3,0,Yes,No,Yes,Yes,Yes,2021-05-21 09:05,20
"Poonia COVID Care Center, Sirsa","Near Ambedkar chowk, opposite Seth tula ram dharamshala, Hisar Road, Sirsa, Haryana 125055",Yes (16),9,7,0,1,14,7,3,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:12,20
"Sanjeevni Hospital, Sirsa (Wing -2, 1 &amp; 2nd Floor)","Under over bridge, hisar road, sirsa",Yes (31),5,26,0,0,45,30,16,6,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:31,20
SDCH Dabwali,"Dabwali, District Sirsa",Yes (14),0,14,0,0,10,15,0,0,Yes,No,Yes,Yes,Yes,2021-05-21 08:22,20
"Shah Satnam Dera Hospital (Wing -2, 2nd floor), Sirsa","Begu Road, Sirsa",Yes (8),0,8,0,0,21,30,14,7,Yes,Yes,Yes,Yes,Yes,2021-05-21 08:03,20
"Shri Baba Tara Hospital &amp; Research Center, Sirsa","Hisar Road, Sirsa",Yes (3),0,3,0,0,15,5,5,3,Yes,No,Yes,Yes,Yes,2021-05-21 09:39,20
"SPS Hospital, Sirsa","Near Sangwan Chowk, Dabwali Road, Sirsa",Yes (3),3,0,0,0,12,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-21 09:08,20
"Suraksha Hospital, Sirsa","Dabwali Rd, opposite Hotel Aroma, Sirsa, Haryana 125055",Yes (2),0,1,1,0,10,3,11,7,Yes,Yes,Yes,Yes,Yes,2021-05-21 08:42,20
"Swastik Hospital, Sirsa","Ambedkar Chowk, Nandan Vatika, Sirsa,",Yes (2),0,2,0,0,5,5,5,1,Yes,No,Yes,Yes,Yes,2021-05-21 08:18,20
"Talwar Nursing Home, Sirsa","Under Over Bridge, Hisar Road, Sirsa",No (0),0,0,0,0,12,2,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 08:50,20
"Tomar Nursing Home, Sirsa","Nandan Vatika, near surkhab Chock, Hathi park, Agrasain Colony, Sirsa, Haryana 125055",Yes (12),8,2,2,0,12,2,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:48,20
"Vardan Hospital, Sirsa","Near Lal Batti Chowk, Sirsa",Yes (9),4,3,2,0,9,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-21 09:06,20
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (9),3,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-21 09:03,7
Bharat Multispeciality Hospital,Hisar,Yes (2),2,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-21 10:10,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-21 07:47,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (95),95,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-21 10:43,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (5),0,0,5,0,5,2,30,5,No,No,No,No,No,2021-05-21 08:05,7
District Civil Hospital Hisar,Sirsa Road Hisar,No (0),Beds Over Utilized 3,0,0,0,72,0,3,5,Yes,Yes,Yes,Yes,Yes,2021-05-21 09:46,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (7),7,0,0,1,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-21 08:04,7
Geetanjali Hospital,Model Town Hisar,Yes (2),2,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-21 07:59,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",No (0),0,0,0,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-21 08:06,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (20),20,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-21 07:38,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (1),0,1,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-21 09:11,7
Holy Help Hospital,Tosham Road Hisar,Yes (8),2,6,0,Beds Over Utilized 1,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-21 08:00,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (1),0,0,1,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-21 09:02,7
Mahatma Gandhi Hospital,,Yes (8),0,8,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-21 08:03,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-21 08:08,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-21 07:48,7
Military Hospital Hisar,Cantt Hisar,Yes (12),0,12,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-21 08:01,7
Noble Super Specialty Hospital,Hisar,Yes (5),5,0,0,0,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-21 10:23,7
